"","GeneID","Chr","Start","End","Strand","Length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"3383","YbjN domain-containing protein_2","CP080275",3206446,3206913,"-",468,432.593303650218,0.280620481052107,0.14272409860497,1.9661744848626,0.0492784587405592,0.108129399696239
"3384","AAA family ATPase_6","CP080275",3206972,3210427,"-",3456,2830.89538389811,0.765194875435416,0.152260848333136,5.0255524240954,5.01985410017085e-07,3.52312554309785e-06
"3385","hypothetical protein_405","CP080275",3210554,3210889,"-",336,87.7024340233281,-0.0568193625018859,0.238669593678733,-0.238067034958668,0.811829102043119,0.881559588054786
"3386","FCD domain-containing protein_2","CP080275",3211048,3211818,"+",771,663.02980686818,0.349124120162148,0.104625663237045,3.33688800013773,0.000847220816595119,0.00323468907776016
"3387","N-acetyltransferase_2","CP080275",3211857,3212606,"-",750,482.777076334393,0.079480760278493,0.173480694308735,0.458153344354532,0.646842276448328,0.760971503293608
"3388","F0F1 ATP synthase subunit B","CP080275",3212800,3213360,"-",561,13614.9591440413,0.0468003660235602,0.193472876826513,0.241896263658322,0.808860545344637,0.880396902897844
"3389","F0F1 ATP synthase subunit B'","CP080275",3213365,3213910,"-",546,17715.5715502978,-0.0630750719682741,0.121936527375381,-0.517277909465945,0.604962172493445,0.729119507317738
"3390","F0F1 ATP synthase subunit C","CP080275",3213997,3214221,"-",225,18496.7295591844,0.73760669587896,0.163390510789564,4.51437903164981,6.35025561425196e-06,3.69030075117412e-05
"3391","F0F1 ATP synthase subunit A","CP080275",3214279,3215082,"-",804,6438.60109568471,0.145182239624468,0.104853660206992,1.38461775523966,0.166169379418872,0.28386339625112
"3392","AtpZ/AtpI family protein","CP080275",3215110,3215454,"-",345,1425.95633485223,0.063411280910254,0.266097889078799,0.238300578519344,0.811647972678544,0.881559588054786
"3393","DMT family transporter_23","CP080275",3215651,3216544,"-",894,48.1096279814003,0.521492656884229,0.292320626203924,1.78397488968307,0.0744277455056126,0.152204141585661
"3394","metalloregulator ArsR/SmtB family transcription factor_4","CP080275",3216640,3216987,"+",348,215.733950614824,-0.0647627155792231,0.189447453919603,-0.341850546097637,0.732463368296328,0.827135504334629
"3395","DMT family transporter_24","CP080275",3216994,3217902,"-",909,281.52616363636,0.0794986534599336,0.151288166585047,0.525478332208114,0.599250712157962,0.724991245717764
"3396","LysR family transcriptional regulator_25","CP080275",3217899,3218777,"-",879,648.580750258823,-0.0737705308172752,0.12127563012046,-0.608288167573327,0.542996367332172,0.677946412843111
"3397","prolyl-tRNA synthetase associated domain-containing protein","CP080275",3218884,3219411,"-",528,80.5731458028343,-0.00112184630815193,0.262900146461831,-0.00426719544758719,0.996595280967175,0.997902119783025
"3398","elongation factor G_2","CP080275",3219521,3221515,"-",1995,147.873032823701,-2.02962835935963,0.217998651197177,-9.3102794361964,1.27496471654821e-20,2.96818005352503e-19
"3399","signal recognition particle protein","CP080275",3222009,3223550,"+",1542,5917.87954692316,0.295661198203787,0.14135837592124,2.09157183843509,0.0364768339036412,0.0850302757220115
"3400","GNAT family N-acetyltransferase_23","CP080275",3223552,3224097,"+",546,918.458790267572,0.238606234847699,0.116546619212934,2.04730292872552,0.040628350528566,0.0922778360012284
"3401","GNAT family N-acetyltransferase_24","CP080275",3224220,3224840,"+",621,815.321124701241,0.230365280257434,0.172596497509701,1.33470425866832,0.181973159204277,0.305689344966399
"3402","GNAT family N-acetyltransferase_25","CP080275",3224878,3225480,"+",603,697.40025234505,0.27589409841503,0.142884010092398,1.93089554413135,0.0534959713466975,0.115536790242725
"3403","chorismate mutase_2","CP080275",3225538,3225846,"+",309,500.184076142117,0.51794458906301,0.230852071011359,2.24362115008934,0.0248567872616927,0.06138629609647
"3404","30S ribosomal protein S16","CP080275",3225888,3226247,"+",360,7718.77266518996,0.870440153877976,0.214681935642157,4.05455704167336,5.02293929309213e-05,0.000252669067470695
"3405","5%2C6-dimethylbenzimidazole synthase","CP080275",3226252,3226893,"+",642,1706.94267430198,-0.333446755560118,0.204529171719047,-1.63031391931787,0.103035167211173,0.197682546940833
"3406","ribosome maturation factor RimM","CP080275",3227044,3227547,"+",504,287.830765219265,0.100996605924756,0.14987599185614,0.673867806804566,0.500395360973301,0.644571352292869
"3407","phosphotransferase_1","CP080275",3227553,3228665,"-",1113,367.921647468428,-0.404271417610664,0.17158227803438,-2.35613737177251,0.0184660873888554,0.0480924431450544
"3408","tRNA (guanosine(37)-N1)-methyltransferase TrmD","CP080275",3228649,3229449,"+",801,714.368865657191,-0.0358496163251575,0.185977897783993,-0.192762778546919,0.847144755140963,0.90270685881334
"3409","50S ribosomal protein L19","CP080275",3229752,3230123,"+",372,13486.0920444107,0.585863981388278,0.248022564114013,2.36213984594951,0.0181697866229657,0.0474502362014249
"3410","50S ribosomal protein L31","CP080275",3230135,3230356,"+",222,1040.6258662948,0.215045043248114,0.216469054992934,0.993421638280509,0.320504520935213,0.465961141939005
"3411","division plane positioning ATPase MipZ","CP080275",3230577,3231386,"+",810,1423.78331982459,0.0633007235459964,0.162808900867177,0.388803825889338,0.697421270433745,0.798906213776189
"3412","exosortase E/protease%2C VPEID-CTERM system","CP080275",3231373,3233001,"+",1629,575.802739819224,0.325725896894011,0.133814089303256,2.43416742280281,0.0149260893739127,0.04001952895337
"3413","VPEID-CTERM sorting domain-containing protein","CP080275",3233038,3233349,"-",312,44.3473581086782,-0.3385298627537,0.24602717180307,-1.37598566968315,0.16882606995428,0.287373132004208
"3414","adenylate/guanylate cyclase domain-containing protein_1","CP080275",3233519,3234733,"-",1215,960.416380301881,-0.453155115967076,0.166743926780106,-2.71767089043474,0.00657431954759297,0.0198268183512717
"3415","MarR family transcriptional regulator_8","CP080275",3234791,3235231,"-",441,256.27352276348,-0.434881486014851,0.144781481778129,-3.00370931885673,0.00266710011760653,0.00898763305297594
"3416","homogentisate 1%2C2-dioxygenase","CP080275",3235304,3236665,"+",1362,229.020246875446,-1.14844951417563,0.180286052905137,-6.3701517431297,1.888412709882e-10,2.01395523081829e-09
"3417","fumarylacetoacetase","CP080275",3236772,3238028,"+",1257,364.925567935131,-1.23649780373128,0.201906999396809,-6.1240957838276,9.1200024090003e-10,8.70504229939079e-09
"3418","MBL fold metallo-hydrolase_9","CP080275",3238040,3238990,"+",951,387.639185216705,-0.850349784702231,0.160635203886972,-5.29367015527035,1.19885587498844e-07,9.08180898949574e-07
"3419","FAD-dependent oxidoreductase_11","CP080275",3239146,3240765,"+",1620,181.225925401917,1.75546798740952,0.28125468038975,6.24156008702461,4.33227950898301e-10,4.34137615887064e-09
"3420","DUF2783 domain-containing protein","CP080275",3240762,3240992,"+",231,35.9034095779018,1.75886404007932,0.431413123720518,4.07698315922991,4.5623795796665e-05,0.000231023411606986
"3421","VOC family protein_12","CP080275",3240989,3241531,"+",543,54.7957569715725,1.49417196585929,0.395031741464976,3.78240989019806,0.000155317326691511,0.000706795653525852
"3422","maleylacetoacetate isomerase","CP080275",3241583,3242260,"+",678,81.0341364908587,0.864553713577625,0.282148361796633,3.06418122746635,0.00218266645271385,0.00754155702847192
"3423","NnrU family protein_2","CP080275",3242313,3243008,"+",696,113.004873477949,0.788716984453533,0.228533920743121,3.4512031381988,0.00055809334048633,0.00224767971938482
"3424","oxygen-independent coproporphyrinogen III oxidase","CP080275",3243061,3244416,"+",1356,822.303790467796,5.61640890017483,0.311023187322489,18.0578462606757,6.8441265625804e-73,1.3065437607966e-70
"3425","cryptochrome/photolyase family protein","CP080275",3244565,3246115,"+",1551,553.786292299135,0.0171871512359678,0.204390047804575,0.0840899614270898,0.932984905995975,0.962739559754765
"3426","hypothetical protein_406","CP080275",3246266,3246820,"+",555,206.333405165206,0.459882608692237,0.335048916704116,1.3725834818871,0.169881869900463,0.288912685648092
"3427","DNA polymerase Y family protein","CP080275",3246762,3248240,"+",1479,127.401265958634,0.629538897194603,0.230099609822185,2.73594074184261,0.00622022261936846,0.018999047968599
"3428","error-prone DNA polymerase","CP080275",3248237,3251620,"+",3384,331.987415605831,0.418112354363574,0.216458759251778,1.93160284115479,0.0534085449133566,0.11547672222779
"3429","agmatinase_2","CP080275",3251642,3252616,"-",975,136.272286754962,0.228584340798355,0.201231083863174,1.13592958110676,0.255986036938891,0.394094632674471
"3430","arginase family protein","CP080275",3252622,3253611,"-",990,103.183725837581,-0.162371402151497,0.183814150084294,-0.88334549911982,0.377049627767373,0.527317025207264
"3431","ABC transporter permease subunit_5","CP080275",3253662,3255236,"-",1575,57.312116309228,-0.517881530036031,0.229633797137965,-2.25524960389383,0.0241176659589762,0.0597154660385027
"3432","glycine betaine/L-proline ABC transporter ATP-binding protein","CP080275",3255233,3256285,"-",1053,85.4860450626464,-0.360494240682385,0.214559331988889,-1.6801610880344,0.092925977949108,0.182412022524264
"3433","amino acid-binding protein","CP080275",3256400,3257341,"-",942,379.774821491745,-0.478043463744178,0.188052290268113,-2.5420773289313,0.0110195790623695,0.0308465596060876
"3434","LysR family transcriptional regulator_26","CP080275",3257537,3258448,"+",912,787.951907807432,-0.563933619369781,0.19674294014421,-2.86634742246114,0.00415238267729217,0.0133561896056458
"3435","peptide ABC transporter substrate-binding protein_2","CP080275",3258947,3260563,"+",1617,8135.80156362556,0.0827907234787768,0.150743128462666,0.549217230152428,0.582856381329008,0.712355828173575
"3436","oligopeptide ABC transporter permease OppB","CP080275",3260652,3261569,"+",918,1939.26206861131,0.25564542521304,0.167656494394595,1.5248167160847,0.127304819325063,0.232186613515742
"3437","ABC transporter permease subunit_6","CP080275",3261571,3262485,"+",915,1549.79247290509,0.481564287913126,0.100707264262849,4.78182275566765,1.73712814976566e-06,1.11655812723995e-05
"3438","oligopeptide ABC transporter ATP-binding protein OppD","CP080275",3262485,3263453,"+",969,1197.09484665403,0.491686761144501,0.128045570303181,3.83993573522541,0.000123066521075305,0.000570920993275232
"3439","ATP-binding cassette domain-containing protein_20","CP080275",3263450,3264448,"+",999,1067.37249927336,0.319100020707309,0.15800534174577,2.01955210616069,0.0434298673097156,0.0979995469199137
"3440","protein-methionine-sulfoxide reductase heme-binding subunit MsrQ","CP080275",3271781,3272377,"-",597,317.827830502845,0.346369722904249,0.198853590399272,1.74183288422796,0.0815376907351991,0.164193514360227
"3441","protein-methionine-sulfoxide reductase catalytic subunit MsrP","CP080275",3272378,3273298,"-",921,806.618892953697,0.560393049594073,0.149439655839925,3.74996212648099,0.000176861280376865,0.00079535496876192
"3442","FMN-binding glutamate synthase family protein","CP080275",3273368,3274861,"-",1494,315.087224860351,-0.273356586037777,0.229426358962955,-1.19147855230495,0.233465771528819,0.367727853010326
"3443","DUF302 domain-containing protein_3","CP080275",3274973,3275479,"+",507,690.810800553549,-0.216665413617388,0.122824440050042,-1.76402525042339,0.0777277280785206,0.157498824502944
"3444","hypothetical protein_407","CP080275",3275567,3276124,"+",558,451.919637908942,-0.691212780525145,0.207823802361912,-3.3259557984674,0.000881159008751007,0.00334419989603514
"3445","ATP-dependent chaperone ClpB","CP080275",3276207,3278825,"-",2619,28479.2813742547,0.397024979560688,0.340995916837306,1.16431006929069,0.244298377389021,0.380746693996556
"3446","orotidine-5'-phosphate decarboxylase","CP080275",3279152,3279883,"+",732,850.205845148526,0.176628149473413,0.163880072025515,1.07778906422443,0.28112790093574,0.422910293842654
"3447","NUDIX hydrolase_5","CP080275",3280380,3280796,"-",417,126.989279708264,0.0532168713589391,0.238821595146925,0.222831069050517,0.823666986276921,0.888350438871549
"3448","DNA polymerase IV","CP080275",3281017,3282261,"+",1245,385.213796070827,-0.187737497221179,0.128562723014007,-1.46027940930222,0.1442132986749,0.255028427207395
"3449","N-formylglutamate amidohydrolase_2","CP080275",3282274,3283134,"-",861,280.345479028153,-0.380771351120256,0.156109200199326,-2.43913459702614,0.0147224835189135,0.0396127146407412
"3450","type B 50S ribosomal protein L36","CP080275",3283447,3283572,"+",126,2423.77451842578,0.393380858399291,0.346408315042014,1.13559877554204,0.256124521562604,0.39414890097784
"3451","Fe(3+) ABC transporter substrate-binding protein","CP080275",3283804,3284820,"+",1017,45495.4511649212,-0.55173457595905,0.137215453091206,-4.02093615208425,5.79673162383645e-05,0.000287427549867631
"3452","DUF2938 domain-containing protein","CP080275",3284927,3285478,"-",552,1325.65218674942,2.46904437230309,0.205228777952528,12.0306927563259,2.45095539702977e-33,1.02832392372084e-31
"3453","GTP-binding protein","CP080275",3285766,3286632,"+",867,634.389265102809,1.0116125213246,0.133345035177938,7.58642809591441,3.28844701318652e-14,4.82895796013312e-13
"3454","iron ABC transporter permease_4","CP080275",3286653,3288386,"-",1734,501.338555411363,0.37302084685536,0.174324736826624,2.13980444569006,0.0323705737941649,0.07709971974181
"3455","AMP-binding protein_6","CP080275",3288584,3289801,"-",1218,424.804915934136,1.29856043483814,0.190834917917861,6.80462699911694,1.01311381674112e-11,1.23186896570625e-10
"3456","ABC transporter ATP-binding protein_39","CP080275",3289816,3290652,"-",837,143.559651112074,1.46092681401729,0.209182096317329,6.98399547445528,2.86901308670975e-12,3.77720412588201e-11
"3457","ABC transporter substrate-binding protein_28","CP080275",3290810,3292093,"-",1284,311.958790923764,1.26805453210205,0.246176905367101,5.15098900203949,2.59116385333544e-07,1.90251222923744e-06
"3458","branched-chain amino acid ABC transporter permease_9","CP080275",3292184,3293260,"-",1077,234.904100073992,1.64905476051745,0.176049302911194,9.36700534025574,7.46196106874461e-21,1.76955076773086e-19
"3459","hypothetical protein_408","CP080275",3293264,3293521,"-",258,60.532916002273,1.38268965695742,0.322553518809484,4.2866984122846,1.81348229429128e-05,9.75193718254097e-05
"3460","SHOCT domain-containing protein","CP080275",3293624,3293968,"+",345,408.892665584468,-0.626732995652366,0.194162835073281,-3.22787311699391,0.00124714278784741,0.00458701072098385
"3461","branched-chain amino acid ABC transporter permease_10","CP080275",3294026,3295012,"-",987,255.983551400557,0.766128904220372,0.187432449160312,4.08749342844631,4.36059024263033e-05,0.000221687530577398
"3462","ABC transporter ATP-binding protein_40","CP080275",3295087,3295896,"-",810,135.80306604389,1.64988261559677,0.258448478346602,6.38379698016304,1.72750084299329e-10,1.84750650379506e-09
"3463","AMP-binding protein_7","CP080275",3295994,3297937,"-",1944,246.038632073018,2.01901571147205,0.21043310029273,9.59457285314633,8.4265405262923e-22,2.10277985159373e-20
"3464","PAS-domain containing protein_2","CP080275",3298209,3300110,"+",1902,692.683987593198,0.173437960145092,0.155687683641623,1.11401207910786,0.265274004703358,0.404802617888657
"3465","response regulator transcription factor_8","CP080275",3300107,3300811,"+",705,440.935263422493,0.146961101582092,0.122503318865784,1.19964996003989,0.230275314754385,0.363152065977795
"3466","WGR domain-containing protein_3","CP080275",3300892,3301119,"+",228,107.900953480861,0.0870570833112404,0.312629440964917,0.278467322343483,0.780653646366098,0.860431761497045
"3467","histidine phosphatase family protein_5","CP080275",3301432,3302082,"+",651,644.08737190137,-0.0412922640777383,0.146303686903225,-0.282236660960237,0.777762049104498,0.859157053792043
"3468","glutathione S-transferase family protein_5","CP080275",3302131,3302745,"+",615,434.810027614864,0.285217477665721,0.181537414463027,1.57112228633074,0.116154246853553,0.217071421677368
"3469","saccharopine dehydrogenase","CP080275",3302756,3303808,"+",1053,1320.78796925797,0.175873567232743,0.112099455614683,1.5689065238396,0.116669721538239,0.217502439859862
"3470","saccharopine dehydrogenase NADP-binding domain-containing protein","CP080275",3303842,3304984,"+",1143,2981.37972006266,0.236854896360168,0.113445837340009,2.08782359858906,0.0368137500162182,0.0855759523549712
"3471","DUF3775 domain-containing protein","CP080275",3305133,3305456,"-",324,105.95560059431,2.61478182729839,0.320510806608874,8.15817056205926,3.40136980062698e-16,5.74620791982028e-15
"3472","adenylate/guanylate cyclase domain-containing protein_2","CP080275",3305556,3306857,"-",1302,243.881675610718,0.446395605234356,0.165742578979364,2.69330674099101,0.00707471471786881,0.0210860739990813
"3473","DNA recombination protein RmuC","CP080275",3306857,3308086,"-",1230,418.368950437293,0.195553241667341,0.136378498457383,1.43390082659144,0.151600565959672,0.264772273959614
"3474","DNA mismatch repair endonuclease MutL","CP080275",3308086,3310038,"-",1953,1531.12586041828,0.16442738292509,0.132296432160769,1.24287087897635,0.213915418320836,0.343452088792663
"3475","metal ABC transporter permease_2","CP080275",3310117,3312248,"-",2132,2245.74098857156,0.407574968871486,0.242047432451566,1.68386404575079,0.0922079462502353,0.181375548059453
"3476","metal ABC transporter ATP-binding protein_2","CP080275",3312248,3313096,"-",849,564.772346598942,0.307404291911424,0.155778317867029,1.97334453292673,0.0484563224441615,0.106631838093261
"3477","zinc ABC transporter substrate-binding protein_2","CP080275",3313111,3314121,"-",1011,3974.70181969185,0.648769386661299,0.266096309917832,2.43809990022647,0.0147646930284863,0.0396983084385639
"3478","deoxyribose-phosphate aldolase","CP080275",3314342,3315331,"+",990,1720.52269856509,-0.343514471256318,0.108698278500599,-3.16025677678442,0.00157630151888557,0.00565100394282171
"3479","aldehyde dehydrogenase family protein_8","CP080275",3315419,3317755,"+",2337,3396.52470077325,-0.266641730133904,0.0935936914417719,-2.84892844834303,0.00438667446966941,0.013994760083604
"3480","insulinase family protein_2","CP080275",3317856,3320596,"-",2741,3798.82863817051,0.392275455391511,0.144301311770822,2.71844691207324,0.00655891801356345,0.0197960070954824
"3481","DUF3035 domain-containing protein","CP080275",3320890,3321405,"-",516,1628.57547145292,-0.22650250883274,0.0916177641485778,-2.47225536376786,0.0134263571318795,0.0364057115078881
"3482","signal peptidase II","CP080275",3321459,3321941,"-",483,376.253027595877,0.622413208452726,0.185704114489693,3.35163930084743,0.000803346116760518,0.00307949344758198
"3483","bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","CP080275",3322013,3323602,"-",1590,3182.86128138,0.158938375172909,0.213555462002151,0.744248700936099,0.456726029854092,0.605937233068251
"3484","heparinase II/III family protein","CP080275",3323626,3325368,"-",1743,2057.26896881993,0.021688128686496,0.102923222406348,0.210721430785268,0.833104650725744,0.895998184921377
"3485","16S rRNA methyltransferase","CP080275",3325502,3326767,"-",1266,383.928722870966,0.734458455443335,0.199059633223195,3.68964035324945,0.000224571305048511,0.00100165098443366
"3486","DUF1674 domain-containing protein","CP080275",3326857,3327060,"+",204,534.599483566344,0.00641108524582203,0.155503306967728,0.041227967242861,0.967114157986578,0.980913386103793
"3487","antibiotic biosynthesis monooxygenase_6","CP080275",3327084,3327419,"+",336,311.004534918707,0.16385306963785,0.162251258611085,1.0098724104853,0.312556422397793,0.457043439569044
"3488","4-hydroxy-tetrahydrodipicolinate reductase","CP080275",3327423,3328244,"-",822,978.307413304546,0.020198006859014,0.11805730651828,0.171086461775973,0.864155780861594,0.913693373395061
"3489","30S ribosome-binding factor RbfA","CP080275",3328359,3328754,"+",396,1223.38110369957,-0.17398784280702,0.122397887375191,-1.42149383897198,0.155173243412629,0.269418573601372
"3490","phosphodiester glycosidase family protein","CP080275",3328772,3329509,"+",738,937.843382843637,-0.264927535295911,0.169065491908998,-1.56701129428891,0.117112051684494,0.217769741056091
"3491","tRNA pseudouridine(55) synthase TruB","CP080275",3329641,3330546,"+",906,907.826137369672,0.538419666713262,0.169694797064955,3.17287080114287,0.00150939677350399,0.00545726977389986
"3492","DUF1643 domain-containing protein","CP080275",3330590,3331108,"+",519,101.189895912502,-0.0757038732711399,0.18404727745609,-0.411328406035245,0.680831743205771,0.786986253575427
"3493","calcium-binding protein_5","CP080275",3331211,3332245,"+",1035,385.294483154131,-0.992422453577715,0.157621631932164,-6.29623257551873,3.04966700285316e-10,3.09670973853547e-09
"3494","30S ribosomal protein S15","CP080275",3332458,3332727,"+",270,17984.9048503812,0.724469839670066,0.285781008245254,2.53505243094508,0.0112430496909604,0.0313786284503559
"3495","class I SAM-dependent methyltransferase_10","CP080275",3332809,3334425,"-",1617,1261.92376678115,-0.532581112597476,0.140657880601522,-3.78635815014343,0.000152871296611738,0.00069899713827978
"3496","polyribonucleotide nucleotidyltransferase","CP080275",3334776,3336914,"+",2139,27324.1061638781,0.0541916215309398,0.192349842592718,0.28173468093595,0.778146959668121,0.859157053792043
"3497","glycosyltransferase family 25 protein","CP080275",3337037,3337753,"+",717,1032.45991397739,0.588385174399847,0.151993037268942,3.87113242140648,0.000108330919405748,0.000509996856092659
"3498","peroxiredoxin_4","CP080275",3337843,3338493,"-",651,14972.3660740803,0.996866988182074,0.242198433337364,4.11591014213339,3.85654543683873e-05,0.000197907130078633
"3499","aldehyde dehydrogenase family protein_9","CP080275",3338816,3340255,"+",1440,11814.9812407651,1.07118692232609,0.148546502839261,7.21112178241721,5.54927957098827e-13,7.5399108192289e-12
"3500","glyoxalase superfamily protein","CP080275",3340331,3340804,"-",474,365.921416699063,-0.313329777152317,0.184581294563053,-1.69751641353498,0.0895990706492109,0.17724831696305
"3501","VOC family protein_13","CP080275",3341165,3341668,"+",504,61.4061054096254,0.783668290273654,0.245777167669567,3.18853170009368,0.00142997329990098,0.00518977001808171
"3502","alpha-1%2C2-fucosyltransferase","CP080275",3341739,3342596,"+",858,494.804417453041,0.150484262340704,0.140627010649142,1.07009500981397,0.284576545080497,0.426920726568698
"3503","RluA family pseudouridine synthase_3","CP080275",3342609,3343262,"-",654,299.888313493946,0.44422428235118,0.274195192250758,1.62010237562782,0.10521028720333,0.200445547176803
"3504","nuclear transport factor 2 family protein_8","CP080275",3343401,3343814,"+",414,174.659637562079,0.193955694322138,0.15634819494284,1.24053683122499,0.214776900017733,0.34428571244817
"3505","EamA family transporter RarD","CP080275",3344534,3345427,"-",894,353.845544587511,0.644253182266431,0.251284579110971,2.56383891341744,0.0103521577858153,0.0291909441848174
"3506","FAD-dependent oxidoreductase_12","CP080275",3345610,3348060,"-",2451,235.00568240626,-0.696676186504386,0.184141629588397,-3.78337146283344,0.000154718241620419,0.000705457788663287
"3507","helix-turn-helix domain-containing protein_27","CP080275",3348169,3349197,"-",1029,96.2654183010468,-0.18901526334446,0.250809007337797,-0.7536223094647,0.451076044338378,0.600491052051578
"3508","FAD-dependent oxidoreductase_13","CP080275",3349178,3351625,"-",2448,595.851718129452,-0.00341167612291022,0.12018706130826,-0.0283863844058873,0.977353983496632,0.986314356450748
"3509","GFA family protein_6","CP080275",3351642,3352013,"-",372,15.8162846038213,-0.481083175192757,0.442313573109476,-1.08765184801074,0.276748832514234,0.417639147248753
"3510","LysE family translocator_7","CP080275",3352010,3352639,"-",630,34.0200120897581,-0.221755251674766,0.321116108161164,-0.690576542374727,0.489831693127701,0.635231125177151
"3511","XRE family transcriptional regulator_5","CP080275",3352639,3353208,"-",570,112.451047170445,-0.0394335611150339,0.227254015794707,-0.173521955056041,0.8622411719989,0.912174229618122
"3512","GAF domain-containing protein_3","CP080275",3353401,3353856,"-",456,653.21552479672,0.905933125891523,0.17468443101366,5.18611258390096,2.14729029865213e-07,1.59501057592487e-06
"3513","acetyl-CoA C-acyltransferase_2","CP080275",3353952,3355124,"-",1173,2091.47297003836,0.653940094390084,0.225535973730513,2.89949352013999,0.00373766070642059,0.0121553565392792
"3514","STAS domain-containing protein_4","CP080275",3355218,3355562,"+",345,952.249861802005,-0.161166306762776,0.228560078873978,-0.705137605643016,0.480724605830497,0.626632483803632
"3515","ATP-binding protein_18","CP080275",3355598,3356044,"+",447,1178.57270591531,-0.602218745291084,0.151550101582074,-3.97372709753642,7.07566302657086e-05,0.000345458841885518
"3516","gamma-glutamyltransferase family protein","CP080275",3356258,3357832,"+",1575,1208.59520442011,-0.0734106613556224,0.107547443780495,-0.682588621124778,0.494866826315313,0.639909386328269
"3517","heat shock protein HspQ","CP080275",3357924,3358250,"-",327,740.36172108327,-0.277015232945947,0.210385021940634,-1.31670605821034,0.187937172140619,0.313064626192358
"3518","tetratricopeptide repeat protein_10","CP080275",3358496,3359431,"+",936,5517.65338693038,-0.0366021123664934,0.19236698682068,-0.190272317362921,0.849095744915713,0.904204654784749
"3519","LON peptidase substrate-binding domain-containing protein","CP080275",3359459,3360100,"+",642,1737.90319909779,-0.295183298537021,0.113381343544205,-2.60345564190581,0.00922892093875532,0.0265131829527222
"3520","Trm112 family protein","CP080275",3360097,3360303,"+",207,374.817723751153,-0.258866534623514,0.184136674590195,-1.40583908772999,0.159771912222692,0.274778901291097
"3521","FAD-dependent monooxygenase_3","CP080275",3360399,3361625,"-",1227,1367.18792059984,0.386434957965533,0.0780969989617925,4.94814094142835,7.49256495136672e-07,5.06311734235719e-06
"3522","amidase_2","CP080275",3361715,3363043,"+",1329,1102.38363648978,-0.155929162537289,0.13989318769846,-1.11463013390898,0.265008951647832,0.404802617888657
"3523","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme_8","CP080275",3363152,3364330,"+",1179,1903.33531058309,-0.188845766867594,0.120546345841374,-1.56658225970694,0.117212367173983,0.217769741056091
"3524","DNA translocase FtsK 4TM domain-containing protein","CP080275",3364444,3367605,"+",3162,5091.07856158889,0.0409618661469273,0.0889767570551167,0.460365914679869,0.645253596157836,0.75971159723866
"3525","outer membrane lipoprotein carrier protein LolA","CP080275",3367670,3368257,"+",588,3400.65587913675,0.120836085400414,0.183675818274447,0.65787694066435,0.51061720908079,0.651800904135893
"3526","lytic transglycosylase","CP080275",3368327,3368914,"-",588,2383.51392177878,0.472336761333297,0.290261664632776,1.62727917215962,0.103677819349129,0.198616113534859
"3527","exodeoxyribonuclease III_2","CP080275",3369040,3369828,"-",789,658.180839564913,0.178138206383018,0.140847702648067,1.26475762851545,0.205958224655568,0.33489139652377
"3528","response regulator transcription factor_9","CP080275",3370109,3370795,"-",687,8413.26174201003,0.545822019264824,0.199679077884843,2.73349629338535,0.00626658286754405,0.0190795960034156
"3529","GTP cyclohydrolase II","CP080275",3370991,3372079,"+",1089,587.741023552733,0.134748270113577,0.137534437332205,0.979742039356308,0.327213469020583,0.472861856442311
"3530","L%2CD-transpeptidase family protein_2","CP080275",3372115,3372606,"+",492,251.928742637274,-0.0471588044597895,0.14283746391344,-0.330157111220961,0.741281251745439,0.833150373613214
"3531","YggS family pyridoxal phosphate-dependent enzyme","CP080275",3372634,3373290,"-",657,653.862500708068,0.0156821703439897,0.165868698436237,0.0945456887998565,0.924675690547399,0.957529641038777
"3532","porin_2","CP080275",3373403,3374344,"-",942,209996.289863493,0.0870726336923476,0.135406693172721,0.643045270895733,0.520194725178169,0.659615895294006
"3533","DUF3576 domain-containing protein","CP080275",3374625,3375113,"+",489,2948.1608131698,0.0317345108647563,0.309001096711848,0.102700317903239,0.918200821329864,0.9531513691782
"3534","leucine--tRNA ligase","CP080275",3375219,3377792,"+",2574,3262.31170539316,0.140232241338328,0.138533150348324,1.01226486935244,0.31141142724099,0.456593252383295
"3535","LPS assembly lipoprotein LptE","CP080275",3377779,3378321,"+",543,864.548279903143,-0.34300949424238,0.14371315526136,-2.38676475802494,0.0169973635910886,0.0446941695528763
"3536","DNA polymerase III subunit delta","CP080275",3378318,3379346,"+",1029,476.308566493469,0.00194538501360121,0.180565968928175,0.0107738187054231,0.991403902693284,0.994684820555437
"3537","glutathione S-transferase family protein_6","CP080275",3379465,3380055,"+",591,257.301175223691,0.412641523882322,0.141162144864299,2.92317408664342,0.00346482738428763,0.0113648719529297
"3538","TIGR03862 family flavoprotein","CP080275",3380028,3381251,"-",1224,457.72383212957,-0.110346041960326,0.156047026589567,-0.707133255736789,0.479483671237544,0.625655726857465
"3539","HNH endonuclease_3","CP080275",3381342,3381650,"+",309,77.1703991141691,-0.180781062348145,0.294387619515919,-0.614091933096287,0.539154578636452,0.675674070887946
"3540","enoyl-CoA hydratase/isomerase family protein_3","CP080275",3381662,3382279,"-",618,329.204120406848,0.193519595872102,0.197819009625699,0.978265922159191,0.327942819694306,0.473378331036999
