"GeneID","Chr","Start","End","Strand","Length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gap"
"Flp pilus assembly complex ATPase component TadA","CP080277",64447,65622,"+",1176,309.920584772858,-1.83798708334073,0.185189194809312,-9.92491535606758,3.24377833682862e-23,8.65570778194293e-22,48
"DUF882 domain-containing protein_1","CP080277",65670,66209,"+",540,137.727926034851,-1.25942401597274,0.167515679496086,-7.51824557415337,5.55161533233092e-14,7.96844636798476e-13,12
"hypothetical protein_51","CP080277",66221,67029,"+",809,292.329176555864,-1.15327953552501,0.131308228482558,-8.78299516224304,1.59178023151187e-18,3.26742845371631e-17,1243
"hypothetical protein_54","CP080277",68272,69500,"+",1229,829.512159425673,-2.83747210235725,0.118243956751402,-23.9967621205607,3.00588281968378e-127,1.91274343425878e-124,-3
"DotI/IcmL family type IV secretion protein","CP080277",69497,70896,"+",1400,330.559438120714,-2.63759720987977,0.194285261552298,-13.5758996272076,5.56561220234435e-42,3.42733990137915e-40,11
"DotH/IcmK family type IV secretion protein","CP080277",70907,72310,"+",1404,884.480908928996,-2.36351271594484,0.106188588666525,-22.257690262437,9.50183486578893e-110,4.53475068969777e-107,13
"DotG/IcmE/VirB10 family protein","CP080277",72323,73813,"+",1491,1123.58027883489,-3.10239159951784,0.171024641606146,-18.1400269012833,1.53955792535542e-73,3.09370113631947e-71,-3
"hypothetical protein_55","CP080277",73810,74049,"+",240,61.1682676693079,-2.37446750053071,0.282228188621642,-8.41328965801481,3.98668856235573e-17,7.28285977563358e-16,3
"hypothetical protein_56","CP080277",74052,77368,"+",3317,1644.71779604105,-2.25357840922527,0.148839152632501,-15.1410322443154,8.68398814880888e-52,7.71057366329123e-50,41
"hypothetical protein_59","CP080277",77409,77798,"+",390,818.457475247133,-1.91214569724675,0.206124268561187,-9.2766645606271,1.74866942588464e-20,3.99785620839974e-19,132
"hypothetical protein_60","CP080277",77930,78163,"+",234,110.8547405358,-1.93171459774913,0.331353699184678,-5.82976620602778,5.55050852752705e-09,4.93982320701592e-08,12736
"DUF192 domain-containing protein_1","CP080277",90899,91381,"-",483,61.1517787671705,-1.45564813985696,0.294692259241415,-4.93955336188345,7.8301714184785e-07,5.24484113609665e-06,1
"DUF2513 domain-containing protein","CP080277",91382,91900,"-",519,124.094411756741,-1.19315870178822,0.198036526057524,-6.02494259792078,1.69169653006495e-09,1.57919250654963e-08,119
"LuxR C-terminal-related transcriptional regulator_2","CP080277",92019,92306,"+",288,37.9474674650605,-1.373099053,0.326066517125326,-4.21110105111541,2.54129030647253e-05,0.00013419981175812,0
"hypothetical protein_70","CP080277",92306,92647,"+",342,42.6084568358192,-1.38545877286376,0.278161648961096,-4.98076847774776,6.33322723212161e-07,4.37256086297293e-06,0
"DUF1272 domain-containing protein","CP080278",11189,11458,"-",270,32.2162181576331,-1.22149136744902,0.323287407750697,-3.77834502106859,0.000157874053299017,0.000717575161304341,8162
"ABC transporter substrate-binding protein_2","CP080278",19620,20849,"+",1230,752.490239519564,1.62223559141757,0.240343845279771,6.74964482460208,1.48207509061854e-11,1.76279211712822e-10,93
"sugar ABC transporter permease_1","CP080278",20942,21874,"+",933,118.361770613254,1.13107283594122,0.294490810612929,3.84077463601361,0.000122646673049266,0.000569665447326151,38
"carbohydrate ABC transporter permease_1","CP080278",21912,22796,"+",885,84.1721155810943,1.1907052660373,0.237160981426272,5.02066258486732,5.14935442168952e-07,3.60738260220378e-06,1113
"sugar phosphate isomerase/epimerase_2","CP080278",23909,24652,"+",744,82.0995791758957,1.26021573130211,0.247033806231389,5.10138976736531,3.37168380086895e-07,2.41521364947798e-06,10
"Gfo/Idh/MocA family oxidoreductase_2","CP080278",24662,25798,"+",1137,186.093827310417,1.25677880619415,0.160128823845525,7.84854828763718,4.20880572714699e-15,6.64017366373851e-14,39022
"ParB N-terminal domain-containing protein_3","CP080278",64820,65902,"-",1083,645.70756988373,-1.21056653293681,0.3106620688935,-3.89673105972846,9.74997857595624e-05,0.000464157334202006,2180
"replication initiation protein","CP080278",68082,69359,"+",1278,359.870676912909,-1.88631312071838,0.166868617911782,-11.3041813633023,1.25115526235039e-29,4.19027262425772e-28,5244
"Rrf2 family transcriptional regulator_1","CP080278",74603,75052,"-",450,309.303995568059,-1.36780776340887,0.158635414245394,-8.62233549750124,6.56021666291644e-18,1.2910776917018e-16,149
"NO-inducible flavohemoprotein","CP080278",75201,76391,"+",1191,117.874504948537,-2.47305770812451,0.265290764104457,-9.32206485390783,1.14097832781464e-20,2.67254923656215e-19,0
"amino acid ABC transporter substrate-binding protein_1","CP080279",6936,7712,"+",777,5521.23949498748,1.11851980138225,0.183694389990735,6.08902537218835,1.13600116988092e-09,1.07357734321915e-08,9
"amino acid ABC transporter permease_1","CP080279",7721,8395,"+",675,1335.83470586576,1.19311316677249,0.151127240497608,7.8947591634969,2.90876370186896e-15,4.60815759906045e-14,14589
"M10 family metallopeptidase C-terminal domain-containing protein_1","CP080279",22984,24435,"+",1452,688.533566913738,-1.22444311157992,0.21824453514623,-5.61041819791504,2.01838263209729e-08,1.6789073833001e-07,2550
"DUF2793 domain-containing protein","CP080279",26985,28253,"+",1269,1777.40723871609,-4.76496248181295,0.248378947540959,-19.1842445947525,5.0117124960407e-82,1.3667655935631e-79,-1
