"GeneID" "Chr" "Start" "End" "Strand" "Length"
"3226" "Lrp/AsnC family transcriptional regulator_19" "CP080275" 3056039 3056491 "-" 453
"3227" "LysE family translocator_5" "CP080275" 3056565 3057161 "+" 597
"3228" "AraC family transcriptional regulator_8" "CP080275" 3057165 3058001 "-" 837
"3229" "acetyl-CoA carboxylase carboxyltransferase subunit alpha" "CP080275" 3058121 3059083 "+" 963
"3230" "DUF1206 domain-containing protein" "CP080275" 3059240 3060142 "+" 903
"3231" "GntR family transcriptional regulator_10" "CP080275" 3060152 3060820 "-" 669
"3232" "M48 family metallopeptidase_2" "CP080275" 3060897 3061589 "-" 693
"3233" "TIGR02300 family protein" "CP080275" 3061690 3062016 "+" 327
"3234" "site-specific integrase_3" "CP080275" 3062423 3064204 "+" 1782
"3235" "hypothetical protein_395" "CP080275" 3064318 3065157 "+" 840
"3236" "hypothetical protein_396" "CP080275" 3065798 3066871 "+" 1074
"3237" "hypothetical protein_397" "CP080275" 3066976 3067479 "+" 504
"3238" "recombinase family protein_1" "CP080275" 3067617 3068180 "+" 564
"3239" "type I restriction-modification system endonuclease" "CP080275" 3068233 3071583 "+" 3351
"3240" "type I restriction-modification system subunit M_1" "CP080275" 3071630 3073081 "+" 1452
"3241" "restriction endonuclease subunit S_1" "CP080275" 3073078 3074424 "+" 1347
"3242" "GIY-YIG nuclease family protein" "CP080275" 3074452 3075387 "+" 936
"3243" "Hint domain-containing protein_9" "CP080275" 3075876 3078755 "+" 2880
"3244" "antibiotic biosynthesis monooxygenase_5" "CP080275" 3079424 3079714 "-" 291
"3245" "AraC family transcriptional regulator_9" "CP080275" 3079821 3080729 "-" 909
"3246" "hypothetical protein_398" "CP080275" 3082330 3082479 "+" 150
"3247" "hypothetical protein_399" "CP080275" 3082491 3083259 "+" 769
"3248" "helix-turn-helix domain-containing protein_26" "CP080275" 3083701 3084639 "-" 939
"3249" "cysteine hydrolase_2" "CP080275" 3084717 3085283 "+" 567
"3250" "helix-turn-helix transcriptional regulator_6" "CP080275" 3085530 3085886 "-" 357
"3251" "DMT family transporter_21" "CP080275" 3085962 3086852 "+" 891
"3252" "HAMP domain-containing histidine kinase" "CP080275" 3087351 3088739 "-" 1389
"3253" "FAD-dependent oxidoreductase_10" "CP080275" 3088756 3090177 "-" 1422
"3254" "VTT domain-containing protein" "CP080275" 3090180 3090983 "-" 804
"3255" "50S ribosomal protein L34" "CP080275" 3091383 3091517 "+" 135
"3256" "ribonuclease P protein component" "CP080275" 3091544 3091996 "+" 453
"3257" "membrane protein insertion efficiency factor YidD" "CP080275" 3092090 3092362 "+" 273
"3258" "DUF3833 domain-containing protein_2" "CP080275" 3092368 3092940 "-" 573
"3259" "tRNA 2-thiocytidine(32) synthetase TtcA" "CP080275" 3093105 3093992 "+" 888
"3260" "bifunctional diguanylate cyclase/phosphodiesterase" "CP080275" 3094059 3095603 "+" 1545
"3261" "membrane protein insertase YidC" "CP080275" 3096037 3097848 "+" 1812
"3262" "MOSC domain-containing protein_2" "CP080275" 3097845 3098597 "+" 753
"3263" "ribosome biogenesis GTP-binding protein YihA/YsxC" "CP080275" 3098597 3099247 "+" 651
"3264" "SDR family oxidoreductase_20" "CP080275" 3099338 3100066 "-" 729
"3265" "acetylglutamate kinase" "CP080275" 3100282 3101142 "+" 861
"3266" "ferredoxin" "CP080275" 3101271 3102014 "+" 744
"3267" "histidine phosphatase family protein_4" "CP080275" 3102011 3102508 "+" 498
"3268" "DUF411 domain-containing protein" "CP080275" 3102726 3103184 "+" 459
"3269" "amino acid ABC transporter ATP-binding protein_3" "CP080275" 3103343 3104092 "-" 750
"3270" "amino acid ABC transporter permease_3" "CP080275" 3104147 3105445 "-" 1299
"3271" "ABC transporter permease subunit_4" "CP080275" 3105449 3106681 "-" 1233
"3272" "amino acid ABC transporter substrate-binding protein_2" "CP080275" 3106825 3107841 "-" 1017
"3273" "ATPase_4" "CP080275" 3108071 3108778 "-" 708
"3274" "HAD-IA family hydrolase_2" "CP080275" 3108783 3109451 "-" 669
"3275" "RluA family pseudouridine synthase_2" "CP080275" 3109464 3110510 "-" 1047
"3276" "fluoride efflux transporter CrcB" "CP080275" 3110507 3110887 "-" 381
"3277" "replication-associated recombination protein A" "CP080275" 3111022 3112344 "-" 1323
"3278" "trypsin-like peptidase domain-containing protein" "CP080275" 3112347 3113744 "-" 1398
"3279" "50S ribosomal protein L17" "CP080275" 3113933 3114355 "-" 423
"3280" "DNA-directed RNA polymerase subunit alpha" "CP080275" 3114490 3115506 "-" 1017
"3281" "30S ribosomal protein S11" "CP080275" 3115622 3116011 "-" 390
"3282" "30S ribosomal protein S13" "CP080275" 3116027 3116395 "-" 369
"3283" "adenylate kinase_2" "CP080275" 3116727 3117374 "-" 648
"3284" "preprotein translocase subunit SecY" "CP080275" 3117371 3118735 "-" 1365
"3285" "50S ribosomal protein L15" "CP080275" 3118846 3119316 "-" 471
"3286" "SMI1/KNR4 family protein" "CP080275" 3119515 3120021 "+" 507
"3287" "DUF1127 domain-containing protein_4" "CP080275" 3120505 3120720 "-" 216
"3288" "50S ribosomal protein L30" "CP080275" 3121046 3121234 "-" 189
"3289" "30S ribosomal protein S5" "CP080275" 3121247 3121813 "-" 567
"3290" "50S ribosomal protein L18" "CP080275" 3121982 3122341 "-" 360
"3291" "50S ribosomal protein L6" "CP080275" 3122353 3122886 "-" 534
"3292" "30S ribosomal protein S8" "CP080275" 3122899 3123291 "-" 393
"3293" "30S ribosomal protein S14" "CP080275" 3123305 3123610 "-" 306
"3294" "50S ribosomal protein L5" "CP080275" 3123629 3124192 "-" 564
"3295" "50S ribosomal protein L24" "CP080275" 3124185 3124496 "-" 312
"3296" "50S ribosomal protein L14" "CP080275" 3124499 3124867 "-" 369
"3297" "30S ribosomal protein S17" "CP080275" 3124968 3125198 "-" 231
"3298" "50S ribosomal protein L29" "CP080275" 3125211 3125411 "-" 201
"3299" "hypothetical protein_400" "CP080275" 3125609 3126367 "-" 759
"3300" "TIGR02466 family protein" "CP080275" 3126567 3127187 "-" 621
"3301" "DM13 domain-containing protein" "CP080275" 3127310 3127777 "+" 468
"3302" "50S ribosomal protein L16" "CP080275" 3127896 3128309 "-" 414
"3303" "30S ribosomal protein S3" "CP080275" 3128322 3129029 "-" 708
"3304" "50S ribosomal protein L22" "CP080275" 3129029 3129409 "-" 381
"3305" "30S ribosomal protein S19" "CP080275" 3129413 3129691 "-" 279
"3306" "50S ribosomal protein L2" "CP080275" 3129695 3130537 "-" 843
"3307" "SIR2 family protein" "CP080275" 3130879 3132237 "+" 1359
"3308" "50S ribosomal protein L23" "CP080275" 3132578 3132874 "-" 297
"3309" "50S ribosomal protein L4" "CP080275" 3132871 3133488 "-" 618
"3310" "50S ribosomal protein L3" "CP080275" 3133485 3134198 "-" 714
"3311" "30S ribosomal protein S10" "CP080275" 3134217 3134531 "-" 315
"3312" "elongation factor Tu_1" "CP080275" 3135129 3136304 "-" 1176
"3313" "elongation factor G_1" "CP080275" 3136371 3138491 "-" 2121
"3314" "30S ribosomal protein S7" "CP080275" 3138510 3138980 "-" 471
"3315" "30S ribosomal protein S12" "CP080275" 3138996 3139367 "-" 372
"3316" "putative rhamnosyl transferase_1" "CP080275" 3139782 3140558 "+" 777
"3317" "DMT family transporter_22" "CP080275" 3140565 3141467 "-" 903
"3318" "putative rhamnosyl transferase_2" "CP080275" 3141464 3142288 "-" 825
"3319" "DUF3885 domain-containing protein" "CP080275" 3142518 3143150 "-" 633
"3320" "DNA-directed RNA polymerase subunit beta'" "CP080275" 3143343 3147584 "-" 4242
"3321" "DNA-directed RNA polymerase subunit beta" "CP080275" 3147636 3151772 "-" 4137
"3322" "50S ribosomal protein L7/L12" "CP080275" 3152047 3152421 "-" 375
"3323" "50S ribosomal protein L10" "CP080275" 3152503 3153021 "-" 519
"3324" "50S ribosomal protein L1" "CP080275" 3153469 3154167 "-" 699
"3325" "50S ribosomal protein L11" "CP080275" 3154169 3154594 "-" 426
"3326" "DUF6525 family protein" "CP080275" 3154952 3155182 "+" 231
"3327" "transcription termination/antitermination protein NusG" "CP080275" 3155242 3155775 "-" 534
"3328" "preprotein translocase subunit SecE" "CP080275" 3156020 3156217 "-" 198
"3329" "tetratricopeptide repeat protein_9" "CP080275" 3156543 3158735 "+" 2193
"3330" "DUF374 domain-containing protein" "CP080275" 3159131 3159841 "+" 711
"3331" "elongation factor Tu_2" "CP080275" 3160236 3161411 "-" 1176
"3332" "hypothetical protein_401" "CP080275" 3161674 3162285 "-" 612
"3333" "DNA topoisomerase IV subunit A" "CP080275" 3162413 3164761 "-" 2349
"3334" "SH3 domain-containing protein_2" "CP080275" 3165075 3165776 "+" 702
"3335" "SDR family NAD(P)-dependent oxidoreductase_6" "CP080275" 3165810 3166640 "+" 831
"3336" "twin transmembrane helix small protein" "CP080275" 3166708 3166914 "+" 207
"3337" "cob(I)yrinic acid a%2Cc-diamide adenosyltransferase_2" "CP080275" 3166918 3167490 "+" 573
"3338" "electron transfer flavoprotein subunit beta/FixA family protein" "CP080275" 3167825 3168583 "+" 759
"3339" "electron transfer flavoprotein subunit alpha/FixB family protein" "CP080275" 3168583 3169509 "+" 927
"3340" "DUF6473 family protein" "CP080275" 3169602 3170426 "-" 825
"3341" "3-hydroxybutyryl-CoA dehydrogenase" "CP080275" 3170579 3171454 "+" 876
"3342" "lysophospholipid acyltransferase family protein_3" "CP080275" 3171548 3172438 "-" 891
"3343" "HPr family phosphocarrier protein" "CP080275" 3172473 3172742 "-" 270
"3344" "PTS fructose transporter subunit IIA" "CP080275" 3172743 3173150 "-" 408
"3345" "RNase adapter RapZ" "CP080275" 3173160 3174050 "-" 891
"3346" "HPr kinase/phosphatase C-terminal domain-containing protein" "CP080275" 3174043 3174417 "-" 375
"3347" "sensor histidine kinase_4" "CP080275" 3174484 3176196 "-" 1713
"3348" "response regulator transcription factor_7" "CP080275" 3176230 3176931 "-" 702
"3349" "phosphoenolpyruvate carboxykinase" "CP080275" 3177278 3178876 "+" 1599
"3350" "cation diffusion facilitator family transporter" "CP080275" 3178950 3179849 "-" 900
"3351" "sulfite exporter TauE/SafE family protein_5" "CP080275" 3179908 3180696 "-" 789
"3352" "acyl-CoA/acyl-ACP dehydrogenase_3" "CP080275" 3180843 3182528 "+" 1686
"3353" "META domain-containing protein" "CP080275" 3182641 3183045 "+" 405
"3354" "DNA repair protein RecO" "CP080275" 3183029 3183754 "-" 726
"3355" "DUF1491 family protein" "CP080275" 3183757 3184086 "-" 330
"3356" "GTPase Era" "CP080275" 3184093 3184998 "-" 906
"3357" "ribonuclease III" "CP080275" 3184995 3185681 "-" 687
"3358" "signal peptidase I" "CP080275" 3185678 3186514 "-" 837
"3359" "holo-ACP synthase" "CP080275" 3186578 3187009 "-" 432
"3360" "pyridoxine 5'-phosphate synthase" "CP080275" 3187069 3187830 "-" 762
"3361" "DUF2062 domain-containing protein" "CP080275" 3187930 3188583 "-" 654
"3362" "bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase" "CP080275" 3188617 3190749 "-" 2133
"3363" "DNA-directed RNA polymerase subunit omega" "CP080275" 3190790 3191143 "-" 354
"3364" "2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase" "CP080275" 3191236 3191805 "-" 570
"3365" "NYN domain-containing protein_2" "CP080275" 3191945 3192514 "+" 570
"3366" "4-hydroxy-3-methylbut-2-enyl diphosphate reductase" "CP080275" 3192700 3193650 "+" 951
"3367" "LysE family translocator_6" "CP080275" 3193772 3194389 "+" 618
"3368" "DUF3429 domain-containing protein" "CP080275" 3194386 3194838 "+" 453
"3369" "class I SAM-dependent methyltransferase_9" "CP080275" 3194835 3195434 "+" 600
"3370" "ribonuclease HI" "CP080275" 3195427 3195894 "+" 468
"3371" "trimeric intracellular cation channel family protein" "CP080275" 3195891 3196514 "+" 624
"3372" "hypothetical protein_402" "CP080275" 3196532 3196768 "-" 237
"3373" "methionyl-tRNA formyltransferase" "CP080275" 3196781 3197686 "-" 906
"3374" "peptide deformylase_1" "CP080275" 3197756 3198759 "-" 1004
"3375" "peptide deformylase_2" "CP080275" 3198832 3199350 "-" 519
"3376" "pyridoxal phosphate-dependent aminotransferase_4" "CP080275" 3199448 3200620 "+" 1173
"3377" "hypothetical protein_403" "CP080275" 3200775 3201137 "-" 363
"3378" "glutathione S-transferase family protein_4" "CP080275" 3201464 3202438 "+" 975
"3379" "pyridoxal phosphate-dependent class II aminotransferase" "CP080275" 3202870 3203823 "+" 954
"3380" "adenosylcobinamide-phosphate synthase CbiB" "CP080275" 3203820 3204731 "+" 912
"3381" "lytic murein transglycosylase_4" "CP080275" 3204771 3205943 "+" 1173
"3382" "hypothetical protein_404" "CP080275" 3205992 3206381 "-" 390
"3383" "YbjN domain-containing protein_2" "CP080275" 3206446 3206913 "-" 468
"3384" "AAA family ATPase_6" "CP080275" 3206972 3210427 "-" 3456
"3385" "hypothetical protein_405" "CP080275" 3210554 3210889 "-" 336
"3386" "FCD domain-containing protein_2" "CP080275" 3211048 3211818 "+" 771
"3387" "N-acetyltransferase_2" "CP080275" 3211857 3212606 "-" 750
"3388" "F0F1 ATP synthase subunit B" "CP080275" 3212800 3213360 "-" 561
"3389" "F0F1 ATP synthase subunit B'" "CP080275" 3213365 3213910 "-" 546
"3390" "F0F1 ATP synthase subunit C" "CP080275" 3213997 3214221 "-" 225
"3391" "F0F1 ATP synthase subunit A" "CP080275" 3214279 3215082 "-" 804
"3392" "AtpZ/AtpI family protein" "CP080275" 3215110 3215454 "-" 345
"3393" "DMT family transporter_23" "CP080275" 3215651 3216544 "-" 894
"3394" "metalloregulator ArsR/SmtB family transcription factor_4" "CP080275" 3216640 3216987 "+" 348
"3395" "DMT family transporter_24" "CP080275" 3216994 3217902 "-" 909
"3396" "LysR family transcriptional regulator_25" "CP080275" 3217899 3218777 "-" 879
"3397" "prolyl-tRNA synthetase associated domain-containing protein" "CP080275" 3218884 3219411 "-" 528
"3398" "elongation factor G_2" "CP080275" 3219521 3221515 "-" 1995
"3399" "signal recognition particle protein" "CP080275" 3222009 3223550 "+" 1542
"3400" "GNAT family N-acetyltransferase_23" "CP080275" 3223552 3224097 "+" 546
"3401" "GNAT family N-acetyltransferase_24" "CP080275" 3224220 3224840 "+" 621
"3402" "GNAT family N-acetyltransferase_25" "CP080275" 3224878 3225480 "+" 603
"3403" "chorismate mutase_2" "CP080275" 3225538 3225846 "+" 309
"3404" "30S ribosomal protein S16" "CP080275" 3225888 3226247 "+" 360
"3405" "5%2C6-dimethylbenzimidazole synthase" "CP080275" 3226252 3226893 "+" 642
"3406" "ribosome maturation factor RimM" "CP080275" 3227044 3227547 "+" 504
"3407" "phosphotransferase_1" "CP080275" 3227553 3228665 "-" 1113
"3408" "tRNA (guanosine(37)-N1)-methyltransferase TrmD" "CP080275" 3228649 3229449 "+" 801
"3409" "50S ribosomal protein L19" "CP080275" 3229752 3230123 "+" 372
"3410" "50S ribosomal protein L31" "CP080275" 3230135 3230356 "+" 222
"3411" "division plane positioning ATPase MipZ" "CP080275" 3230577 3231386 "+" 810
"3412" "exosortase E/protease%2C VPEID-CTERM system" "CP080275" 3231373 3233001 "+" 1629
"3413" "VPEID-CTERM sorting domain-containing protein" "CP080275" 3233038 3233349 "-" 312
"3414" "adenylate/guanylate cyclase domain-containing protein_1" "CP080275" 3233519 3234733 "-" 1215
"3415" "MarR family transcriptional regulator_8" "CP080275" 3234791 3235231 "-" 441
"3416" "homogentisate 1%2C2-dioxygenase" "CP080275" 3235304 3236665 "+" 1362
"3417" "fumarylacetoacetase" "CP080275" 3236772 3238028 "+" 1257
"3418" "MBL fold metallo-hydrolase_9" "CP080275" 3238040 3238990 "+" 951
"3419" "FAD-dependent oxidoreductase_11" "CP080275" 3239146 3240765 "+" 1620
"3420" "DUF2783 domain-containing protein" "CP080275" 3240762 3240992 "+" 231
"3421" "VOC family protein_12" "CP080275" 3240989 3241531 "+" 543
"3422" "maleylacetoacetate isomerase" "CP080275" 3241583 3242260 "+" 678
"3423" "NnrU family protein_2" "CP080275" 3242313 3243008 "+" 696
"3424" "oxygen-independent coproporphyrinogen III oxidase" "CP080275" 3243061 3244416 "+" 1356
"3425" "cryptochrome/photolyase family protein" "CP080275" 3244565 3246115 "+" 1551
"3426" "hypothetical protein_406" "CP080275" 3246266 3246820 "+" 555
"3427" "DNA polymerase Y family protein" "CP080275" 3246762 3248240 "+" 1479
"3428" "error-prone DNA polymerase" "CP080275" 3248237 3251620 "+" 3384
"3429" "agmatinase_2" "CP080275" 3251642 3252616 "-" 975
"3430" "arginase family protein" "CP080275" 3252622 3253611 "-" 990
"3431" "ABC transporter permease subunit_5" "CP080275" 3253662 3255236 "-" 1575
"3432" "glycine betaine/L-proline ABC transporter ATP-binding protein" "CP080275" 3255233 3256285 "-" 1053
"3433" "amino acid-binding protein" "CP080275" 3256400 3257341 "-" 942
"3434" "LysR family transcriptional regulator_26" "CP080275" 3257537 3258448 "+" 912
"3435" "peptide ABC transporter substrate-binding protein_2" "CP080275" 3258947 3260563 "+" 1617
"3436" "oligopeptide ABC transporter permease OppB" "CP080275" 3260652 3261569 "+" 918
"3437" "ABC transporter permease subunit_6" "CP080275" 3261571 3262485 "+" 915
"3438" "oligopeptide ABC transporter ATP-binding protein OppD" "CP080275" 3262485 3263453 "+" 969
"3439" "ATP-binding cassette domain-containing protein_20" "CP080275" 3263450 3264448 "+" 999
"3440" "protein-methionine-sulfoxide reductase heme-binding subunit MsrQ" "CP080275" 3271781 3272377 "-" 597
"3441" "protein-methionine-sulfoxide reductase catalytic subunit MsrP" "CP080275" 3272378 3273298 "-" 921
"3442" "FMN-binding glutamate synthase family protein" "CP080275" 3273368 3274861 "-" 1494
"3443" "DUF302 domain-containing protein_3" "CP080275" 3274973 3275479 "+" 507
"3444" "hypothetical protein_407" "CP080275" 3275567 3276124 "+" 558
"3445" "ATP-dependent chaperone ClpB" "CP080275" 3276207 3278825 "-" 2619
"3446" "orotidine-5'-phosphate decarboxylase" "CP080275" 3279152 3279883 "+" 732
"3447" "NUDIX hydrolase_5" "CP080275" 3280380 3280796 "-" 417
"3448" "DNA polymerase IV" "CP080275" 3281017 3282261 "+" 1245
"3449" "N-formylglutamate amidohydrolase_2" "CP080275" 3282274 3283134 "-" 861
"3450" "type B 50S ribosomal protein L36" "CP080275" 3283447 3283572 "+" 126
"3451" "Fe(3+) ABC transporter substrate-binding protein" "CP080275" 3283804 3284820 "+" 1017
"3452" "DUF2938 domain-containing protein" "CP080275" 3284927 3285478 "-" 552
"3453" "GTP-binding protein" "CP080275" 3285766 3286632 "+" 867
"3454" "iron ABC transporter permease_4" "CP080275" 3286653 3288386 "-" 1734
"3455" "AMP-binding protein_6" "CP080275" 3288584 3289801 "-" 1218
"3456" "ABC transporter ATP-binding protein_39" "CP080275" 3289816 3290652 "-" 837
"3457" "ABC transporter substrate-binding protein_28" "CP080275" 3290810 3292093 "-" 1284
"3458" "branched-chain amino acid ABC transporter permease_9" "CP080275" 3292184 3293260 "-" 1077
"3459" "hypothetical protein_408" "CP080275" 3293264 3293521 "-" 258
"3460" "SHOCT domain-containing protein" "CP080275" 3293624 3293968 "+" 345
"3461" "branched-chain amino acid ABC transporter permease_10" "CP080275" 3294026 3295012 "-" 987
"3462" "ABC transporter ATP-binding protein_40" "CP080275" 3295087 3295896 "-" 810
"3463" "AMP-binding protein_7" "CP080275" 3295994 3297937 "-" 1944
"3464" "PAS-domain containing protein_2" "CP080275" 3298209 3300110 "+" 1902
"3465" "response regulator transcription factor_8" "CP080275" 3300107 3300811 "+" 705
"3466" "WGR domain-containing protein_3" "CP080275" 3300892 3301119 "+" 228
"3467" "histidine phosphatase family protein_5" "CP080275" 3301432 3302082 "+" 651
"3468" "glutathione S-transferase family protein_5" "CP080275" 3302131 3302745 "+" 615
"3469" "saccharopine dehydrogenase" "CP080275" 3302756 3303808 "+" 1053
"3470" "saccharopine dehydrogenase NADP-binding domain-containing protein" "CP080275" 3303842 3304984 "+" 1143
"3471" "DUF3775 domain-containing protein" "CP080275" 3305133 3305456 "-" 324
"3472" "adenylate/guanylate cyclase domain-containing protein_2" "CP080275" 3305556 3306857 "-" 1302
"3473" "DNA recombination protein RmuC" "CP080275" 3306857 3308086 "-" 1230
"3474" "DNA mismatch repair endonuclease MutL" "CP080275" 3308086 3310038 "-" 1953
"3475" "metal ABC transporter permease_2" "CP080275" 3310117 3312248 "-" 2132
"3476" "metal ABC transporter ATP-binding protein_2" "CP080275" 3312248 3313096 "-" 849
"3477" "zinc ABC transporter substrate-binding protein_2" "CP080275" 3313111 3314121 "-" 1011
"3478" "deoxyribose-phosphate aldolase" "CP080275" 3314342 3315331 "+" 990
"3479" "aldehyde dehydrogenase family protein_8" "CP080275" 3315419 3317755 "+" 2337
"3480" "insulinase family protein_2" "CP080275" 3317856 3320596 "-" 2741
"3481" "DUF3035 domain-containing protein" "CP080275" 3320890 3321405 "-" 516
"3482" "signal peptidase II" "CP080275" 3321459 3321941 "-" 483
"3483" "bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase" "CP080275" 3322013 3323602 "-" 1590
"3484" "heparinase II/III family protein" "CP080275" 3323626 3325368 "-" 1743
"3485" "16S rRNA methyltransferase" "CP080275" 3325502 3326767 "-" 1266
"3486" "DUF1674 domain-containing protein" "CP080275" 3326857 3327060 "+" 204
"3487" "antibiotic biosynthesis monooxygenase_6" "CP080275" 3327084 3327419 "+" 336
"3488" "4-hydroxy-tetrahydrodipicolinate reductase" "CP080275" 3327423 3328244 "-" 822
"3489" "30S ribosome-binding factor RbfA" "CP080275" 3328359 3328754 "+" 396
"3490" "phosphodiester glycosidase family protein" "CP080275" 3328772 3329509 "+" 738
"3491" "tRNA pseudouridine(55) synthase TruB" "CP080275" 3329641 3330546 "+" 906
"3492" "DUF1643 domain-containing protein" "CP080275" 3330590 3331108 "+" 519
"3493" "calcium-binding protein_5" "CP080275" 3331211 3332245 "+" 1035
"3494" "30S ribosomal protein S15" "CP080275" 3332458 3332727 "+" 270
"3495" "class I SAM-dependent methyltransferase_10" "CP080275" 3332809 3334425 "-" 1617
"3496" "polyribonucleotide nucleotidyltransferase" "CP080275" 3334776 3336914 "+" 2139
"3497" "glycosyltransferase family 25 protein" "CP080275" 3337037 3337753 "+" 717
"3498" "peroxiredoxin_4" "CP080275" 3337843 3338493 "-" 651
"3499" "aldehyde dehydrogenase family protein_9" "CP080275" 3338816 3340255 "+" 1440
"3500" "glyoxalase superfamily protein" "CP080275" 3340331 3340804 "-" 474
"3501" "VOC family protein_13" "CP080275" 3341165 3341668 "+" 504
"3502" "alpha-1%2C2-fucosyltransferase" "CP080275" 3341739 3342596 "+" 858
"3503" "RluA family pseudouridine synthase_3" "CP080275" 3342609 3343262 "-" 654
"3504" "nuclear transport factor 2 family protein_8" "CP080275" 3343401 3343814 "+" 414
"3505" "EamA family transporter RarD" "CP080275" 3344534 3345427 "-" 894
"3506" "FAD-dependent oxidoreductase_12" "CP080275" 3345610 3348060 "-" 2451
"3507" "helix-turn-helix domain-containing protein_27" "CP080275" 3348169 3349197 "-" 1029
"3508" "FAD-dependent oxidoreductase_13" "CP080275" 3349178 3351625 "-" 2448
"3509" "GFA family protein_6" "CP080275" 3351642 3352013 "-" 372
"3510" "LysE family translocator_7" "CP080275" 3352010 3352639 "-" 630
"3511" "XRE family transcriptional regulator_5" "CP080275" 3352639 3353208 "-" 570
"3512" "GAF domain-containing protein_3" "CP080275" 3353401 3353856 "-" 456
"3513" "acetyl-CoA C-acyltransferase_2" "CP080275" 3353952 3355124 "-" 1173
"3514" "STAS domain-containing protein_4" "CP080275" 3355218 3355562 "+" 345
"3515" "ATP-binding protein_18" "CP080275" 3355598 3356044 "+" 447
"3516" "gamma-glutamyltransferase family protein" "CP080275" 3356258 3357832 "+" 1575
"3517" "heat shock protein HspQ" "CP080275" 3357924 3358250 "-" 327
"3518" "tetratricopeptide repeat protein_10" "CP080275" 3358496 3359431 "+" 936
"3519" "LON peptidase substrate-binding domain-containing protein" "CP080275" 3359459 3360100 "+" 642
"3520" "Trm112 family protein" "CP080275" 3360097 3360303 "+" 207
"3521" "FAD-dependent monooxygenase_3" "CP080275" 3360399 3361625 "-" 1227
"3522" "amidase_2" "CP080275" 3361715 3363043 "+" 1329
"3523" "aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme_8" "CP080275" 3363152 3364330 "+" 1179
"3524" "DNA translocase FtsK 4TM domain-containing protein" "CP080275" 3364444 3367605 "+" 3162
"3525" "outer membrane lipoprotein carrier protein LolA" "CP080275" 3367670 3368257 "+" 588
"3526" "lytic transglycosylase" "CP080275" 3368327 3368914 "-" 588
"3527" "exodeoxyribonuclease III_2" "CP080275" 3369040 3369828 "-" 789
"3528" "response regulator transcription factor_9" "CP080275" 3370109 3370795 "-" 687
"3529" "GTP cyclohydrolase II" "CP080275" 3370991 3372079 "+" 1089
"3530" "L%2CD-transpeptidase family protein_2" "CP080275" 3372115 3372606 "+" 492
"3531" "YggS family pyridoxal phosphate-dependent enzyme" "CP080275" 3372634 3373290 "-" 657
"3532" "porin_2" "CP080275" 3373403 3374344 "-" 942
"3533" "DUF3576 domain-containing protein" "CP080275" 3374625 3375113 "+" 489
"3534" "leucine--tRNA ligase" "CP080275" 3375219 3377792 "+" 2574
"3535" "LPS assembly lipoprotein LptE" "CP080275" 3377779 3378321 "+" 543
"3536" "DNA polymerase III subunit delta" "CP080275" 3378318 3379346 "+" 1029
"3537" "glutathione S-transferase family protein_6" "CP080275" 3379465 3380055 "+" 591
"3538" "TIGR03862 family flavoprotein" "CP080275" 3380028 3381251 "-" 1224
"3539" "HNH endonuclease_3" "CP080275" 3381342 3381650 "+" 309
"3540" "enoyl-CoA hydratase/isomerase family protein_3" "CP080275" 3381662 3382279 "-" 618
"3541" "SDR family oxidoreductase_21" "CP080275" 3382276 3383025 "-" 750
"3542" "DUF2125 domain-containing protein_2" "CP080275" 3383157 3384680 "+" 1524
"3543" "TldD/PmbA family protein" "CP080275" 3384803 3386149 "+" 1347
"3544" "3'(2')%2C5'-bisphosphate nucleotidase CysQ_1" "CP080275" 3386136 3386939 "+" 804
"3545" "3-deoxy-D-manno-octulosonic acid transferase_2" "CP080275" 3386970 3388166 "+" 1197
"3546" "tetraacyldisaccharide 4'-kinase" "CP080275" 3388153 3389157 "+" 1005
"3547" "DsbA family protein_2" "CP080275" 3389241 3389912 "-" 672
"3548" "DciA family protein" "CP080275" 3389909 3390436 "-" 528
"3549" "A/G-specific adenine glycosylase" "CP080275" 3390521 3391594 "+" 1074
"3550" "alkane 1-monooxygenase" "CP080275" 3391667 3392830 "+" 1164
"3551" "adenylate/guanylate cyclase domain-containing protein_3" "CP080275" 3392827 3394206 "-" 1380
"3552" "site-specific DNA-methyltransferase" "CP080275" 3394385 3395488 "-" 1104
"3553" "ribonuclease HII" "CP080275" 3395599 3396216 "-" 618
"3554" "hypothetical protein_409" "CP080275" 3396324 3396797 "-" 474
"3555" "hypothetical protein_410" "CP080275" 3396965 3397943 "+" 979
"3556" "DUF427 domain-containing protein_2" "CP080275" 3398081 3399697 "+" 1617
"3557" "ACP S-malonyltransferase_2" "CP080275" 3399687 3400721 "-" 1035
"3558" "thiamine pyrophosphate-dependent enzyme_2" "CP080275" 3400718 3402907 "-" 2190
"3559" "BCCT family transporter_4" "CP080275" 3403082 3404896 "-" 1815
"3560" "urea ABC transporter ATP-binding subunit UrtE" "CP080275" 3405413 3406108 "-" 696
"3561" "urea ABC transporter ATP-binding protein UrtD" "CP080275" 3406112 3406852 "-" 741
"3562" "urea ABC transporter permease subunit UrtC" "CP080275" 3406849 3408051 "-" 1203
