"Start","GeneID.x","Chr.x","End.x","Strand.x","Length.x","GeneID.y","Chr.y","End.y","Strand.y","Length.y"
3099338,"OL67_002987","1",3100066,"-",728,"SDR family oxidoreductase","CP080275",3100066,"-",728
3100282,"OL67_002988","1",3101142,"+",860,"acetylglutamate kinase","CP080275",3101142,"+",860
3101271,"OL67_002989","1",3102014,"+",743,"ferredoxin","CP080275",3102014,"+",743
3102011,"OL67_002990","1",3102508,"+",497,"histidine phosphatase family protein","CP080275",3102508,"+",497
3102726,"OL67_002991","1",3103184,"+",458,"DUF411 domain-containing protein","CP080275",3103184,"+",458
3103343,"OL67_002992","1",3104134,"-",791,"amino acid ABC transporter ATP-binding protein","CP080275",3104092,"-",749
3104147,"OL67_002993","1",3105445,"-",1298,"amino acid ABC transporter permease","CP080275",3105445,"-",1298
3105449,"OL67_002994","1",3106681,"-",1232,"ABC transporter permease subunit","CP080275",3106681,"-",1232
3106825,"OL67_002995","1",3107841,"-",1016,"amino acid ABC transporter substrate-binding protein","CP080275",3107841,"-",1016
3108071,"OL67_002996","1",3108778,"-",707,"ATPase","CP080275",3108778,"-",707
3108783,"OL67_002997","1",3109451,"-",668,"HAD-IA family hydrolase","CP080275",3109451,"-",668
3109464,"OL67_002998","1",3110510,"-",1046,"RluA family pseudouridine synthase","CP080275",3110510,"-",1046
3110507,"OL67_002999","1",3110887,"-",380,"fluoride efflux transporter CrcB","CP080275",3110887,"-",380
3111022,"OL67_003000","1",3112344,"-",1322,"replication-associated recombination protein A","CP080275",3112344,"-",1322
3112347,"OL67_003001","1",3113744,"-",1397,"trypsin-like peptidase domain-containing protein","CP080275",3113744,"-",1397
3113933,"OL67_003002","1",3114355,"-",422,"50S ribosomal protein L17","CP080275",3114355,"-",422
3114490,"OL67_003003","1",3115506,"-",1016,"DNA-directed RNA polymerase subunit alpha","CP080275",3115506,"-",1016
3115622,"OL67_003004","1",3116011,"-",389,"30S ribosomal protein S11","CP080275",3116011,"-",389
3116027,"OL67_003005","1",3116395,"-",368,"30S ribosomal protein S13","CP080275",3116395,"-",368
3116727,"OL67_003006","1",3117374,"-",647,"adenylate kinase","CP080275",3117374,"-",647
3117371,"OL67_003007","1",3118735,"-",1364,"preprotein translocase subunit SecY","CP080275",3118735,"-",1364
3118846,"OL67_003008","1",3119316,"-",470,"50S ribosomal protein L15","CP080275",3119316,"-",470
3119515,"OL67_003009","1",3120021,"+",506,"SMI1/KNR4 family protein","CP080275",3120021,"+",506
3120505,"OL67_003010","1",3120720,"-",215,"DUF1127 domain-containing protein","CP080275",3120720,"-",215
3121046,"OL67_003011","1",3121234,"-",188,"50S ribosomal protein L30","CP080275",3121234,"-",188
3121247,"OL67_003012","1",3121813,"-",566,"30S ribosomal protein S5","CP080275",3121813,"-",566
3121982,"OL67_003013","1",3122341,"-",359,"50S ribosomal protein L18","CP080275",3122341,"-",359
3122353,"OL67_003014","1",3122886,"-",533,"50S ribosomal protein L6","CP080275",3122886,"-",533
3122899,"OL67_003015","1",3123291,"-",392,"30S ribosomal protein S8","CP080275",3123291,"-",392
3123305,"OL67_003016","1",3123610,"-",305,"30S ribosomal protein S14","CP080275",3123610,"-",305
3123629,"OL67_003017","1",3124192,"-",563,"50S ribosomal protein L5","CP080275",3124192,"-",563
3124185,"OL67_003018","1",3124496,"-",311,"50S ribosomal protein L24","CP080275",3124496,"-",311
3124499,"OL67_003019","1",3124867,"-",368,"50S ribosomal protein L14","CP080275",3124867,"-",368
3124968,"OL67_003020","1",3125198,"-",230,"30S ribosomal protein S17","CP080275",3125198,"-",230
3125211,"OL67_003021","1",3125411,"-",200,"50S ribosomal protein L29","CP080275",3125411,"-",200
3125609,"OL67_003022","1",3126301,"-",692,"hypothetical protein","CP080275",3126367,"-",758
3126567,"OL67_003023","1",3127187,"-",620,"TIGR02466 family protein","CP080275",3127187,"-",620
3127310,"OL67_003024","1",3127777,"+",467,"DM13 domain-containing protein","CP080275",3127777,"+",467
3127896,"OL67_003025","1",3128309,"-",413,"50S ribosomal protein L16","CP080275",3128309,"-",413
3128322,"OL67_003026","1",3129029,"-",707,"30S ribosomal protein S3","CP080275",3129029,"-",707
3129029,"OL67_003027","1",3129409,"-",380,"50S ribosomal protein L22","CP080275",3129409,"-",380
3129413,"OL67_003028","1",3129691,"-",278,"30S ribosomal protein S19","CP080275",3129691,"-",278
3129695,"OL67_003029","1",3130537,"-",842,"50S ribosomal protein L2","CP080275",3130537,"-",842
3130879,"OL67_003030","1",3132237,"+",1358,"SIR2 family protein","CP080275",3132237,"+",1358
3132578,"OL67_003031","1",3132874,"-",296,"50S ribosomal protein L23","CP080275",3132874,"-",296
3132871,"OL67_003032","1",3133488,"-",617,"50S ribosomal protein L4","CP080275",3133488,"-",617
3133485,"OL67_003033","1",3134198,"-",713,"50S ribosomal protein L3","CP080275",3134198,"-",713
3134217,"OL67_003034","1",3134537,"-",320,"30S ribosomal protein S10","CP080275",3134531,"-",314
3135129,"OL67_003035","1",3136304,"-",1175,"elongation factor Tu","CP080275",3136304,"-",1175
3136371,"OL67_003036","1",3138491,"-",2120,"elongation factor G","CP080275",3138491,"-",2120
3138510,"OL67_003037","1",3138980,"-",470,"30S ribosomal protein S7","CP080275",3138980,"-",470
3138996,"OL67_003038","1",3139367,"-",371,"30S ribosomal protein S12","CP080275",3139367,"-",371
3139782,"OL67_003039","1",3140558,"+",776,"putative rhamnosyl transferase","CP080275",3140558,"+",776
3140565,"OL67_003040","1",3141467,"-",902,"DMT family transporter","CP080275",3141467,"-",902
3141464,"OL67_003041","1",3142348,"-",884,"putative rhamnosyl transferase","CP080275",3142288,"-",824
3142518,"OL67_003042","1",3143150,"-",632,"DUF3885 domain-containing protein","CP080275",3143150,"-",632
3143343,"OL67_003043","1",3147584,"-",4241,"DNA-directed RNA polymerase subunit beta'","CP080275",3147584,"-",4241
3147636,"OL67_003044","1",3151772,"-",4136,"DNA-directed RNA polymerase subunit beta","CP080275",3151772,"-",4136
3152047,"OL67_003045","1",3152421,"-",374,"50S ribosomal protein L7/L12","CP080275",3152421,"-",374
3152503,"OL67_003046","1",3153063,"-",560,"50S ribosomal protein L10","CP080275",3153021,"-",518
3153469,"OL67_003047","1",3154167,"-",698,"50S ribosomal protein L1","CP080275",3154167,"-",698
3154169,"OL67_003048","1",3154594,"-",425,"50S ribosomal protein L11","CP080275",3154594,"-",425
3154895,"OL67_003049","1",3155182,"+",287,NA,NA,NA,NA,NA
3154952,NA,NA,NA,NA,NA,"DUF6525 family protein","CP080275",3155182,"+",230
3155242,"OL67_003050","1",3155775,"-",533,"transcription termination/antitermination protein NusG","CP080275",3155775,"-",533
3156020,"OL67_003051","1",3156217,"-",197,"preprotein translocase subunit SecE","CP080275",3156217,"-",197
3156543,"OL67_003052","1",3158735,"+",2192,"tetratricopeptide repeat protein","CP080275",3158735,"+",2192
3159095,"OL67_003054","1",3159841,"+",746,NA,NA,NA,NA,NA
3159131,NA,NA,NA,NA,NA,"DUF374 domain-containing protein","CP080275",3159841,"+",710
3160236,"OL67_003055","1",3161411,"-",1175,"elongation factor Tu","CP080275",3161411,"-",1175
3161674,"OL67_003056","1",3162285,"-",611,"hypothetical protein","CP080275",3162285,"-",611
3162413,"OL67_003057","1",3164830,"-",2417,"DNA topoisomerase IV subunit A","CP080275",3164761,"-",2348
3165075,"OL67_003058","1",3165776,"+",701,"SH3 domain-containing protein","CP080275",3165776,"+",701
3165810,"OL67_003059","1",3166640,"+",830,"SDR family NAD(P)-dependent oxidoreductase","CP080275",3166640,"+",830
3166708,"OL67_003060","1",3166914,"+",206,"twin transmembrane helix small protein","CP080275",3166914,"+",206
3166918,"OL67_003061","1",3167490,"+",572,"cob(I)yrinic acid a%2Cc-diamide adenosyltransferase","CP080275",3167490,"+",572
3167825,"OL67_003062","1",3168583,"+",758,"electron transfer flavoprotein subunit beta/FixA family protein","CP080275",3168583,"+",758
3168583,"OL67_003063","1",3169509,"+",926,"electron transfer flavoprotein subunit alpha/FixB family protein","CP080275",3169509,"+",926
3169602,"OL67_003064","1",3170423,"-",821,"DUF6473 family protein","CP080275",3170426,"-",824
3170579,"OL67_003065","1",3171454,"+",875,"3-hydroxybutyryl-CoA dehydrogenase","CP080275",3171454,"+",875
3171548,"OL67_003066","1",3172438,"-",890,"lysophospholipid acyltransferase family protein","CP080275",3172438,"-",890
3172473,"OL67_003067","1",3172742,"-",269,"HPr family phosphocarrier protein","CP080275",3172742,"-",269
3172743,"OL67_003068","1",3173150,"-",407,"PTS fructose transporter subunit IIA","CP080275",3173150,"-",407
3173160,"OL67_003069","1",3174050,"-",890,"RNase adapter RapZ","CP080275",3174050,"-",890
3174043,"OL67_003070","1",3174366,"-",323,"HPr kinase/phosphatase C-terminal domain-containing protein","CP080275",3174417,"-",374
3174484,"OL67_003071","1",3176196,"-",1712,"sensor histidine kinase","CP080275",3176196,"-",1712
3176230,"OL67_003072","1",3176931,"-",701,"response regulator transcription factor","CP080275",3176931,"-",701
3177278,"OL67_003073","1",3178876,"+",1598,"phosphoenolpyruvate carboxykinase","CP080275",3178876,"+",1598
3178950,"OL67_003074","1",3179849,"-",899,"cation diffusion facilitator family transporter","CP080275",3179849,"-",899
3179908,"OL67_003075","1",3180696,"-",788,"sulfite exporter TauE/SafE family protein","CP080275",3180696,"-",788
3180843,"OL67_003076","1",3182528,"+",1685,"acyl-CoA/acyl-ACP dehydrogenase","CP080275",3182528,"+",1685
3182641,"OL67_003077","1",3183045,"+",404,"META domain-containing protein","CP080275",3183045,"+",404
3183029,"OL67_003078","1",3183754,"-",725,"DNA repair protein RecO","CP080275",3183754,"-",725
3183757,"OL67_003079","1",3184086,"-",329,"DUF1491 family protein","CP080275",3184086,"-",329
3184093,"OL67_003080","1",3184998,"-",905,"GTPase Era","CP080275",3184998,"-",905
3184995,"OL67_003081","1",3185681,"-",686,"ribonuclease III","CP080275",3185681,"-",686
3185678,"OL67_003082","1",3186514,"-",836,"signal peptidase I","CP080275",3186514,"-",836
3186578,"OL67_003083","1",3187051,"-",473,"holo-ACP synthase","CP080275",3187009,"-",431
3187069,"OL67_003084","1",3187830,"-",761,"pyridoxine 5'-phosphate synthase","CP080275",3187830,"-",761
3187930,"OL67_003085","1",3188583,"-",653,"DUF2062 domain-containing protein","CP080275",3188583,"-",653
3188617,"OL67_003086","1",3190749,"-",2132,"bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase","CP080275",3190749,"-",2132
3190790,"OL67_003087","1",3191143,"-",353,"DNA-directed RNA polymerase subunit omega","CP080275",3191143,"-",353
3191236,"OL67_003088","1",3191805,"-",569,"2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase","CP080275",3191805,"-",569
3191945,"OL67_003089","1",3192514,"+",569,"NYN domain-containing protein","CP080275",3192514,"+",569
3192700,"OL67_003090","1",3193650,"+",950,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase","CP080275",3193650,"+",950
3193772,"OL67_003091","1",3194389,"+",617,"LysE family translocator","CP080275",3194389,"+",617
3194386,"OL67_003092","1",3194838,"+",452,"DUF3429 domain-containing protein","CP080275",3194838,"+",452
3194835,"OL67_003093","1",3195434,"+",599,"class I SAM-dependent methyltransferase","CP080275",3195434,"+",599
3195427,"OL67_003094","1",3195894,"+",467,"ribonuclease HI","CP080275",3195894,"+",467
3195891,"OL67_003095","1",3196514,"+",623,"trimeric intracellular cation channel family protein","CP080275",3196514,"+",623
3196532,"OL67_003096","1",3196768,"-",236,"hypothetical protein","CP080275",3196768,"-",236
3196781,"OL67_003097","1",3197686,"-",905,"methionyl-tRNA formyltransferase","CP080275",3197686,"-",905
3197756,"OL67_003098","1",3198253,"-",497,"peptide deformylase","CP080275",3198759,"-",1003
3198250,"OL67_003099","1",3198759,"-",509,NA,NA,NA,NA,NA
3198832,"OL67_003100","1",3199350,"-",518,"peptide deformylase","CP080275",3199350,"-",518
3199448,"OL67_003101","1",3200620,"+",1172,"pyridoxal phosphate-dependent aminotransferase","CP080275",3200620,"+",1172
3200775,"OL67_003102","1",3201137,"-",362,"hypothetical protein","CP080275",3201137,"-",362
3201464,"OL67_003103","1",3202438,"+",974,"glutathione S-transferase family protein","CP080275",3202438,"+",974
3202861,"OL67_003104","1",3203823,"+",962,NA,NA,NA,NA,NA
3202870,NA,NA,NA,NA,NA,"pyridoxal phosphate-dependent class II aminotransferase","CP080275",3203823,"+",953
3203820,"OL67_003105","1",3204731,"+",911,"adenosylcobinamide-phosphate synthase CbiB","CP080275",3204731,"+",911
3204771,"OL67_003106","1",3205943,"+",1172,"lytic murein transglycosylase","CP080275",3205943,"+",1172
3205992,"OL67_003107","1",3206297,"-",305,"hypothetical protein","CP080275",3206381,"-",389
3206446,"OL67_003108","1",3206913,"-",467,"YbjN domain-containing protein","CP080275",3206913,"-",467
3206972,"OL67_003109","1",3210427,"-",3455,"AAA family ATPase","CP080275",3210427,"-",3455
3210554,"OL67_003110","1",3210889,"-",335,"hypothetical protein","CP080275",3210889,"-",335
3211048,"OL67_003111","1",3211818,"+",770,"FCD domain-containing protein","CP080275",3211818,"+",770
3211857,"OL67_003112","1",3212606,"-",749,"N-acetyltransferase","CP080275",3212606,"-",749
3212800,"OL67_003113","1",3213360,"-",560,"F0F1 ATP synthase subunit B","CP080275",3213360,"-",560
3213365,"OL67_003114","1",3213910,"-",545,"F0F1 ATP synthase subunit B'","CP080275",3213910,"-",545
3213997,"OL67_003115","1",3214221,"-",224,"F0F1 ATP synthase subunit C","CP080275",3214221,"-",224
3214279,"OL67_003116","1",3215082,"-",803,"F0F1 ATP synthase subunit A","CP080275",3215082,"-",803
3215110,"OL67_003117","1",3215445,"-",335,"AtpZ/AtpI family protein","CP080275",3215454,"-",344
3215651,"OL67_003118","1",3216544,"-",893,"DMT family transporter","CP080275",3216544,"-",893
3216640,"OL67_003119","1",3216987,"+",347,"metalloregulator ArsR/SmtB family transcription factor","CP080275",3216987,"+",347
3216994,"OL67_003120","1",3217902,"-",908,"DMT family transporter","CP080275",3217902,"-",908
3217899,"OL67_003121","1",3218777,"-",878,"LysR family transcriptional regulator","CP080275",3218777,"-",878
3218884,"OL67_003122","1",3219411,"-",527,"prolyl-tRNA synthetase associated domain-containing protein","CP080275",3219411,"-",527
3219521,"OL67_003123","1",3221515,"-",1994,"elongation factor G","CP080275",3221515,"-",1994
3221807,"OL67_003124","1",3221947,"-",140,NA,NA,NA,NA,NA
3222009,"OL67_003125","1",3223550,"+",1541,"signal recognition particle protein","CP080275",3223550,"+",1541
3223552,"OL67_003126","1",3224097,"+",545,"GNAT family N-acetyltransferase","CP080275",3224097,"+",545
3224094,"OL67_003127","1",3224840,"+",746,NA,NA,NA,NA,NA
3224220,NA,NA,NA,NA,NA,"GNAT family N-acetyltransferase","CP080275",3224840,"+",620
3224878,"OL67_003128","1",3225480,"+",602,"GNAT family N-acetyltransferase","CP080275",3225480,"+",602
3225538,"OL67_003129","1",3225846,"+",308,"chorismate mutase","CP080275",3225846,"+",308
3225888,"OL67_003130","1",3226247,"+",359,"30S ribosomal protein S16","CP080275",3226247,"+",359
3226252,"OL67_003131","1",3226893,"+",641,"5%2C6-dimethylbenzimidazole synthase","CP080275",3226893,"+",641
3227044,"OL67_003132","1",3227547,"+",503,"ribosome maturation factor RimM","CP080275",3227547,"+",503
3227553,"OL67_003133","1",3228581,"-",1028,"phosphotransferase","CP080275",3228665,"-",1112
3228649,"OL67_003134","1",3229449,"+",800,"tRNA (guanosine(37)-N1)-methyltransferase TrmD","CP080275",3229449,"+",800
3229752,"OL67_003135","1",3230123,"+",371,"50S ribosomal protein L19","CP080275",3230123,"+",371
3230135,"OL67_003136","1",3230356,"+",221,"50S ribosomal protein L31","CP080275",3230356,"+",221
3230577,"OL67_003137","1",3231386,"+",809,"division plane positioning ATPase MipZ","CP080275",3231386,"+",809
3231373,"OL67_003138","1",3233001,"+",1628,"exosortase E/protease%2C VPEID-CTERM system","CP080275",3233001,"+",1628
3233038,"OL67_003139","1",3233349,"-",311,"VPEID-CTERM sorting domain-containing protein","CP080275",3233349,"-",311
3233519,"OL67_003140","1",3234733,"-",1214,"adenylate/guanylate cyclase domain-containing protein","CP080275",3234733,"-",1214
3234791,"OL67_003141","1",3235231,"-",440,"MarR family transcriptional regulator","CP080275",3235231,"-",440
3235304,"OL67_003142","1",3236665,"+",1361,"homogentisate 1%2C2-dioxygenase","CP080275",3236665,"+",1361
3236772,"OL67_003143","1",3238028,"+",1256,"fumarylacetoacetase","CP080275",3238028,"+",1256
3238040,"OL67_003144","1",3238990,"+",950,"MBL fold metallo-hydrolase","CP080275",3238990,"+",950
3239146,"OL67_003145","1",3240765,"+",1619,"FAD-dependent oxidoreductase","CP080275",3240765,"+",1619
3240762,"OL67_003146","1",3240992,"+",230,"DUF2783 domain-containing protein","CP080275",3240992,"+",230
3240989,"OL67_003147","1",3241531,"+",542,"VOC family protein","CP080275",3241531,"+",542
3241583,"OL67_003148","1",3242260,"+",677,"maleylacetoacetate isomerase","CP080275",3242260,"+",677
3242313,"OL67_003149","1",3243008,"+",695,"NnrU family protein","CP080275",3243008,"+",695
3243061,"OL67_003150","1",3244416,"+",1355,"oxygen-independent coproporphyrinogen III oxidase","CP080275",3244416,"+",1355
3244565,"OL67_003151","1",3246115,"+",1550,"cryptochrome/photolyase family protein","CP080275",3246115,"+",1550
3246266,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",3246820,"+",554
3246750,"OL67_003152","1",3248240,"+",1490,NA,NA,NA,NA,NA
3246762,NA,NA,NA,NA,NA,"DNA polymerase Y family protein","CP080275",3248240,"+",1478
3248237,"OL67_003153","1",3251620,"+",3383,"error-prone DNA polymerase","CP080275",3251620,"+",3383
3251642,"OL67_003154","1",3252616,"-",974,"agmatinase","CP080275",3252616,"-",974
3252622,"OL67_003155","1",3253611,"-",989,"arginase family protein","CP080275",3253611,"-",989
3253662,"OL67_003156","1",3255236,"-",1574,"ABC transporter permease subunit","CP080275",3255236,"-",1574
3255233,"OL67_003157","1",3256285,"-",1052,"glycine betaine/L-proline ABC transporter ATP-binding protein","CP080275",3256285,"-",1052
3256400,"OL67_003158","1",3257341,"-",941,"amino acid-binding protein","CP080275",3257341,"-",941
3257537,"OL67_003159","1",3258448,"+",911,"LysR family transcriptional regulator","CP080275",3258448,"+",911
3258947,"OL67_003160","1",3260563,"+",1616,"peptide ABC transporter substrate-binding protein","CP080275",3260563,"+",1616
3260652,"OL67_003161","1",3261569,"+",917,"oligopeptide ABC transporter permease OppB","CP080275",3261569,"+",917
3261571,"OL67_003162","1",3262485,"+",914,"ABC transporter permease subunit","CP080275",3262485,"+",914
3262485,"OL67_003163","1",3263453,"+",968,"oligopeptide ABC transporter ATP-binding protein OppD","CP080275",3263453,"+",968
3263450,"OL67_003164","1",3264448,"+",998,"ATP-binding cassette domain-containing protein","CP080275",3264448,"+",998
3264805,"OL67_003165","1",3265254,"+",449,NA,NA,NA,NA,NA
3271781,"OL67_003172","1",3272377,"-",596,"protein-methionine-sulfoxide reductase heme-binding subunit MsrQ","CP080275",3272377,"-",596
3272378,"OL67_003173","1",3273298,"-",920,"protein-methionine-sulfoxide reductase catalytic subunit MsrP","CP080275",3273298,"-",920
3273368,"OL67_003174","1",3274861,"-",1493,"FMN-binding glutamate synthase family protein","CP080275",3274861,"-",1493
3274973,"OL67_003175","1",3275479,"+",506,"DUF302 domain-containing protein","CP080275",3275479,"+",506
3275567,"OL67_003176","1",3276124,"+",557,"hypothetical protein","CP080275",3276124,"+",557
3276207,"OL67_003177","1",3278825,"-",2618,"ATP-dependent chaperone ClpB","CP080275",3278825,"-",2618
3279152,"OL67_003178","1",3279883,"+",731,"orotidine-5'-phosphate decarboxylase","CP080275",3279883,"+",731
3280380,"OL67_003179","1",3280796,"-",416,"NUDIX hydrolase","CP080275",3280796,"-",416
3280912,"OL67_003180","1",3282261,"+",1349,NA,NA,NA,NA,NA
3281017,NA,NA,NA,NA,NA,"DNA polymerase IV","CP080275",3282261,"+",1244
3282274,"OL67_003181","1",3283134,"-",860,"N-formylglutamate amidohydrolase","CP080275",3283134,"-",860
3283447,"OL67_003183","1",3283572,"+",125,"type B 50S ribosomal protein L36","CP080275",3283572,"+",125
3283804,"OL67_003184","1",3284820,"+",1016,"Fe(3+) ABC transporter substrate-binding protein","CP080275",3284820,"+",1016
3284927,"OL67_003185","1",3285511,"-",584,"DUF2938 domain-containing protein","CP080275",3285478,"-",551
3285766,"OL67_003186","1",3286632,"+",866,"GTP-binding protein","CP080275",3286632,"+",866
3286653,"OL67_003187","1",3288386,"-",1733,"iron ABC transporter permease","CP080275",3288386,"-",1733
3288584,"OL67_003188","1",3289801,"-",1217,"AMP-binding protein","CP080275",3289801,"-",1217
3289816,"OL67_003189","1",3290652,"-",836,"ABC transporter ATP-binding protein","CP080275",3290652,"-",836
3290810,"OL67_003190","1",3292093,"-",1283,"ABC transporter substrate-binding protein","CP080275",3292093,"-",1283
3292184,"OL67_003191","1",3293260,"-",1076,"branched-chain amino acid ABC transporter permease","CP080275",3293260,"-",1076
3293264,"OL67_003192","1",3293521,"-",257,"hypothetical protein","CP080275",3293521,"-",257
3293624,"OL67_003193","1",3293968,"+",344,"SHOCT domain-containing protein","CP080275",3293968,"+",344
3294026,"OL67_003194","1",3295012,"-",986,"branched-chain amino acid ABC transporter permease","CP080275",3295012,"-",986
3295087,"OL67_003195","1",3295896,"-",809,"ABC transporter ATP-binding protein","CP080275",3295896,"-",809
3295994,"OL67_003196","1",3297967,"-",1973,"AMP-binding protein","CP080275",3297937,"-",1943
3298209,"OL67_003197","1",3300110,"+",1901,"PAS-domain containing protein","CP080275",3300110,"+",1901
3300107,"OL67_003198","1",3300811,"+",704,"response regulator transcription factor","CP080275",3300811,"+",704
3300892,"OL67_003199","1",3301119,"+",227,"WGR domain-containing protein","CP080275",3301119,"+",227
3301432,"OL67_003200","1",3302082,"+",650,"histidine phosphatase family protein","CP080275",3302082,"+",650
3302131,"OL67_003201","1",3302745,"+",614,"glutathione S-transferase family protein","CP080275",3302745,"+",614
3302756,"OL67_003202","1",3303808,"+",1052,"saccharopine dehydrogenase","CP080275",3303808,"+",1052
3303842,"OL67_003203","1",3304984,"+",1142,"saccharopine dehydrogenase NADP-binding domain-containing protein","CP080275",3304984,"+",1142
3305133,"OL67_003204","1",3305456,"-",323,"DUF3775 domain-containing protein","CP080275",3305456,"-",323
3305556,"OL67_003205","1",3306857,"-",1301,"adenylate/guanylate cyclase domain-containing protein","CP080275",3306857,"-",1301
3306857,"OL67_003206","1",3308086,"-",1229,"DNA recombination protein RmuC","CP080275",3308086,"-",1229
3308086,"OL67_003207","1",3310038,"-",1952,"DNA mismatch repair endonuclease MutL","CP080275",3310038,"-",1952
3310117,"OL67_003208","1",3311046,"-",929,"metal ABC transporter permease","CP080275",3312248,"-",2131
3311043,"OL67_003209","1",3312248,"-",1205,NA,NA,NA,NA,NA
3312248,"OL67_003210","1",3313096,"-",848,"metal ABC transporter ATP-binding protein","CP080275",3313096,"-",848
3313111,"OL67_003211","1",3314121,"-",1010,"zinc ABC transporter substrate-binding protein","CP080275",3314121,"-",1010
3314342,"OL67_003212","1",3315331,"+",989,"deoxyribose-phosphate aldolase","CP080275",3315331,"+",989
3315359,"OL67_003213","1",3317755,"+",2396,NA,NA,NA,NA,NA
3315419,NA,NA,NA,NA,NA,"aldehyde dehydrogenase family protein","CP080275",3317755,"+",2336
3317856,"OL67_003214","1",3319175,"-",1319,"insulinase family protein","CP080275",3320596,"-",2740
3319172,"OL67_003215","1",3320596,"-",1424,NA,NA,NA,NA,NA
3320829,"OL67_003216","1",3320948,"+",119,NA,NA,NA,NA,NA
3320890,"OL67_003217","1",3321405,"-",515,"DUF3035 domain-containing protein","CP080275",3321405,"-",515
3321459,"OL67_003218","1",3321941,"-",482,"signal peptidase II","CP080275",3321941,"-",482
3322013,"OL67_003219","1",3323602,"-",1589,"bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","CP080275",3323602,"-",1589
3323626,"OL67_003220","1",3325368,"-",1742,"heparinase II/III family protein","CP080275",3325368,"-",1742
3325502,"OL67_003221","1",3326767,"-",1265,"16S rRNA methyltransferase","CP080275",3326767,"-",1265
3326857,"OL67_003222","1",3327060,"+",203,"DUF1674 domain-containing protein","CP080275",3327060,"+",203
3327084,"OL67_003223","1",3327419,"+",335,"antibiotic biosynthesis monooxygenase","CP080275",3327419,"+",335
3327423,"OL67_003224","1",3328244,"-",821,"4-hydroxy-tetrahydrodipicolinate reductase","CP080275",3328244,"-",821
3328359,"OL67_003225","1",3328754,"+",395,"30S ribosome-binding factor RbfA","CP080275",3328754,"+",395
3328751,"OL67_003226","1",3329509,"+",758,NA,NA,NA,NA,NA
3328772,NA,NA,NA,NA,NA,"phosphodiester glycosidase family protein","CP080275",3329509,"+",737
3329623,"OL67_003227","1",3330546,"+",923,NA,NA,NA,NA,NA
3329641,NA,NA,NA,NA,NA,"tRNA pseudouridine(55) synthase TruB","CP080275",3330546,"+",905
3330590,"OL67_003228","1",3331108,"+",518,"DUF1643 domain-containing protein","CP080275",3331108,"+",518
3331211,NA,NA,NA,NA,NA,"calcium-binding protein","CP080275",3332245,"+",1034
3331217,"OL67_003229","1",3332245,"+",1028,NA,NA,NA,NA,NA
3332458,"OL67_003230","1",3332727,"+",269,"30S ribosomal protein S15","CP080275",3332727,"+",269
3332809,"OL67_003231","1",3334425,"-",1616,"class I SAM-dependent methyltransferase","CP080275",3334425,"-",1616
3334776,"OL67_003232","1",3336914,"+",2138,"polyribonucleotide nucleotidyltransferase","CP080275",3336914,"+",2138
3336938,"OL67_003233","1",3337753,"+",815,NA,NA,NA,NA,NA
3337037,NA,NA,NA,NA,NA,"glycosyltransferase family 25 protein","CP080275",3337753,"+",716
3337843,"OL67_003234","1",3338493,"-",650,"peroxiredoxin","CP080275",3338493,"-",650
3338816,"OL67_003235","1",3340255,"+",1439,"aldehyde dehydrogenase family protein","CP080275",3340255,"+",1439
3340331,"OL67_003236","1",3340804,"-",473,"glyoxalase superfamily protein","CP080275",3340804,"-",473
3341165,"OL67_003237","1",3341668,"+",503,"VOC family protein","CP080275",3341668,"+",503
3341739,"OL67_003238","1",3342596,"+",857,"alpha-1%2C2-fucosyltransferase","CP080275",3342596,"+",857
3342609,"OL67_003239","1",3343262,"-",653,"RluA family pseudouridine synthase","CP080275",3343262,"-",653
3343401,"OL67_003240","1",3343814,"+",413,"nuclear transport factor 2 family protein","CP080275",3343814,"+",413
3343931,"OL67_003241","1",3344704,"+",773,NA,NA,NA,NA,NA
3344534,"OL67_003242","1",3345427,"-",893,"EamA family transporter RarD","CP080275",3345427,"-",893
3345610,"OL67_003243","1",3348060,"-",2450,"FAD-dependent oxidoreductase","CP080275",3348060,"-",2450
3348169,"OL67_003244","1",3349197,"-",1028,"helix-turn-helix domain-containing protein","CP080275",3349197,"-",1028
3349178,"OL67_003245","1",3351625,"-",2447,"FAD-dependent oxidoreductase","CP080275",3351625,"-",2447
3351642,"OL67_003246","1",3352013,"-",371,"GFA family protein","CP080275",3352013,"-",371
3352010,"OL67_003247","1",3352639,"-",629,"LysE family translocator","CP080275",3352639,"-",629
3352639,"OL67_003248","1",3353070,"-",431,"XRE family transcriptional regulator","CP080275",3353208,"-",569
3353401,"OL67_003249","1",3353856,"-",455,"GAF domain-containing protein","CP080275",3353856,"-",455
3353952,"OL67_003250","1",3355124,"-",1172,"acetyl-CoA C-acyltransferase","CP080275",3355124,"-",1172
3355218,"OL67_003251","1",3355562,"+",344,"STAS domain-containing protein","CP080275",3355562,"+",344
3355598,"OL67_003252","1",3356044,"+",446,"ATP-binding protein","CP080275",3356044,"+",446
